,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year,Next_Yds,Season,Yd_corr,Yd_diff,Yds_season,Actual,Prediction,Actual,Prediction
1192,NelsonAgholor,PHI,0.3333333333333335,WR,0.625,0.33663366336633666,0.2567567567567568,0.5106861642294713,0.1847658260422028,0.15000000000000002,0.16666666666666666,0.10103626943005181,0.36956521739130427,0.27815699658703075,AghoNe00,0.592741935483871,0.6369230769230769,0.4484765491270114,0.36363636363636365,2019,896.0,4,0.36507306730695743,0.49043715846994534,0.6759425360632163,896.0,346.56695308584756,896.0,346.56695308584756
1191,NelsonAgholor,LVR,0.40000000000000013,WR,0.9375,0.400990099009901,0.3175675675675676,0.5331833520809899,0.4590838908903757,0.3738095238095238,0.4444444444444444,0.2461139896373057,0.3152173913043478,0.47440273037542663,AghoNe00,0.504032258064516,0.44615384615384635,0.579938377268059,0.38636363636363635,2020,473.0,5,0.6202323896775931,2.4846796657381613,1.6710538956672107,473.0,642.0026048190334,473.0,642.0026048190334
1190,NelsonAgholor,NWE,0.4666666666666668,WR,0.875,0.3118811881188119,0.24324324324324326,0.5253093363329584,0.24137931034482762,0.23333333333333336,0.16666666666666666,0.15544041450777202,0.2608695652173913,0.26535836177474403,AghoNe00,0.4838709677419355,0.39692307692307693,0.45669291338582674,0.2954545454545454,2021,362.0,6,0.39302866800176994,0.5257847533632288,0.9107180547933639,362.0,336.74004098056275,362.0,336.74004098056275
1188,KamarAiken,BAL,0.26666666666666683,WR,0.9375,0.15346534653465346,0.15540540540540543,0.7187851518560181,0.13535769428718478,0.1928571428571428,0.16666666666666666,0.17875647668393785,0.15217391304347824,0.13907849829351537,AikeKa00,0.40322580645161277,0.4553846153846155,0.4436836699760357,0.36363636363636365,2014,944.0,0,1.0,1.0,0.41650690983046323,,,,
1187,KamarAiken,BAL,0.3333333333333335,WR,0.9375,0.6237623762376238,0.5,0.5399325084364455,0.4837879567678847,0.22857142857142856,0.2777777777777778,0.15544041450777202,0.49999999999999994,0.5,AikeKa00,0.7338709677419355,0.8307692307692309,0.5984251968503936,0.2272727272727273,2015,328.0,1,1.0,3.574144486692015,1.6732034031255656,,,,
1186,KamarAiken,BAL,0.40000000000000013,WR,0.9375,0.24257425742574257,0.1891891891891892,0.5275590551181103,0.1667524446731858,0.1976190476190476,0.05555555555555555,0.13471502590673573,0.18478260869565216,0.17150170648464164,AikeKa00,0.786290322580645,0.8400000000000003,0.5398836015063334,0.20454545454545459,2016,133.0,2,0.08144170480552819,0.34468085106382984,0.5772485672714315,,,,
1185,KamarAiken,IND,0.4666666666666668,WR,0.875,0.21287128712871287,0.0945945945945946,0.25871766029246346,0.06639217704580547,0.14047619047619048,0.0,0.04145077720207254,0.09782608695652173,0.07252559726962458,AikeKa00,0.16532258064516125,0.24923076923076937,0.126326600479288,0.04545454545454547,2017,53.0,3,-0.36506360238857116,0.3981481481481482,0.25675525054535614,53.0,182.9934039736862,53.0,182.9934039736862
1183,KeenanAllen,LAC,0.0,WR,0.875,0.5148514851485149,0.472972972972973,0.6355455568053994,0.5362840967575915,0.2785714285714286,0.4444444444444444,0.22279792746113988,0.49999999999999994,0.591296928327645,AlleKe00,0.5403225806451613,0.4246153846153846,0.6179390619650805,0.4772727272727273,2013,783.0,0,1.0,1.0,1.593338919145371,,,,
1182,KeenanAllen,LAC,0.06666666666666665,WR,0.8125,0.594059405940594,0.5135135135135135,0.5905511811023623,0.4009264024704066,0.1714285714285714,0.2222222222222222,0.13212435233160622,0.5869565217391303,0.4735494880546075,AlleKe00,0.5483870967741935,0.516923076923077,0.5391989044847655,0.4545454545454546,2014,725.0,1,-1.0000000000000002,0.7476007677543185,1.2336839648590527,,,,
1181,KeenanAllen,LAC,0.1333333333333333,WR,0.4375,0.43564356435643564,0.445945945945946,0.7221597300337458,0.37107565620174987,0.18571428571428575,0.2222222222222222,0.17357512953367873,0.9021739130434782,0.7696245733788395,AlleKe00,0.7983870967741935,0.8030769230769232,0.7079767203012667,0.4318181818181819,2015,63.0,2,-0.9382542929083799,0.9255455712451861,1.2833826102697157,,,,
1180,KeenanAllen,LAC,0.20000000000000018,WR,0.0,0.029702970297029705,0.033783783783783786,0.8391451068616423,0.030365414307771493,0.17857142857142858,0.0,0.19689119170984457,0.6413043478260868,0.5341296928327645,AlleKe00,0.4233870967741935,0.5353846153846156,0.5734337555631633,0.5,2016,1393.0,3,-0.9283103975887864,0.08183079056865467,0.1051162514475755,,,,
1179,KeenanAllen,LAC,0.26666666666666683,WR,0.9375,0.7821782178217822,0.6824324324324325,0.5973003374578179,0.714873906330417,0.25476190476190474,0.3333333333333333,0.1917098445595855,0.6847826086956521,0.7397610921501706,AlleKe00,0.49193548387096775,0.5446153846153847,0.6532009585758302,0.38636363636363635,2017,1196.0,4,-0.008386102019841673,23.542372881355934,2.7645972326162767,1196.0,964.4669950267516,1196.0,964.4669950267516
1178,KeenanAllen,LAC,0.3333333333333335,WR,0.9375,0.6683168316831684,0.6486486486486487,0.6771653543307087,0.6134843026248071,0.22142857142857145,0.3333333333333333,0.1917098445595855,0.652173913043478,0.6348122866894197,AlleKe00,0.41935483870967727,0.32615384615384624,0.5361177678877097,0.4772727272727273,2018,1199.0,5,0.21951720366011007,0.8581713462922966,2.261212568314238,1199.0,922.3976379723908,1199.0,922.3976379723908
1177,KeenanAllen,LAC,0.40000000000000013,WR,0.9375,0.7326732673267327,0.6959459459459459,0.6602924634420698,0.6150283067421514,0.20238095238095236,0.3333333333333333,0.17098445595854922,0.6956521739130433,0.635665529010239,AlleKe00,0.6048387096774193,0.5876923076923077,0.6514892160219102,0.2954545454545454,2019,992.0,6,0.33909459416642307,1.0025167785234899,2.2500037063942715,992.0,827.6428615835739,992.0,827.6428615835739
1176,KeenanAllen,LAC,0.4666666666666668,WR,0.8125,0.7227722772277227,0.6689189189189189,0.6400449943757031,0.5084920226453938,0.16428571428571428,0.4444444444444444,0.1373056994818653,0.7608695652173911,0.6015358361774744,AlleKe00,0.6814516129032258,0.6800000000000002,0.6182814104758644,0.4545454545454546,2020,1138.0,7,0.3143879775072273,0.8267782426778244,1.8508982611201845,1138.0,769.0307081807937,1138.0,769.0307081807937
1175,KeenanAllen,LAC,0.5333333333333334,WR,0.9375,0.7722772277227723,0.7094594594594594,0.6344206974128235,0.5836335563561503,0.18333333333333332,0.3333333333333333,0.15025906735751296,0.7065217391304346,0.6032423208191126,AlleKe00,0.8024193548387095,0.8246153846153845,0.7795275590551182,0.6136363636363636,2021,752.0,8,0.3580112897134189,1.1477732793522266,2.202034699649626,752.0,742.8087390664286,752.0,742.8087390664286
1173,GeronimoAllison,GNB,0.06666666666666665,WR,0.5625,0.10396039603960396,0.07432432432432433,0.4881889763779528,0.10190427174472466,0.3285714285714286,0.1111111111111111,0.2020725388601036,0.11956521739130432,0.16894197952218432,AlliGe01,0.6411290322580645,0.6584615384615387,0.5737761040739472,0.6590909090909092,2016,253.0,0,1.0,1.0,0.3527630133325415,,,,
1172,GeronimoAllison,GNB,0.1333333333333333,WR,0.875,0.18811881188118812,0.14864864864864868,0.5388076490438696,0.12815234173957799,0.19047619047619044,0.0,0.13212435233160622,0.15217391304347824,0.14078498293515357,AlliGe01,0.435483870967742,0.48,0.22047244094488183,0.31818181818181823,2017,303.0,1,1.0,1.2575757575757576,0.49559734407592,303.0,346.3696397667187,303.0,346.3696397667187
1171,GeronimoAllison,GNB,0.20000000000000018,WR,0.25,0.14356435643564355,0.1283783783783784,0.625421822272216,0.15388574369531655,0.29047619047619044,0.1111111111111111,0.22538860103626943,0.4239130434782608,0.5136518771331058,AlliGe01,0.596774193548387,0.7200000000000002,0.5871276959945225,0.31818181818181823,2018,287.0,2,0.9999836621329076,1.2008032128514057,0.5672001324882191,287.0,513.1933605507515,287.0,513.1933605507515
1169,DannyAmendola,NWE,0.4666666666666668,WR,0.6875,0.40594059405940597,0.35810810810810817,0.6074240719910011,0.32372619660319096,0.2071428571428571,0.1111111111111111,0.16062176165803108,0.47826086956521735,0.447098976109215,AmenDa00,0.5483870967741935,0.6830769230769231,0.5354330708661418,0.31818181818181823,2013,200.0,0,1.0,1.0,0.9618139924591538,,,,
1168,DannyAmendola,NWE,0.5333333333333334,WR,0.9375,0.20297029702970296,0.1756756756756757,0.5984251968503937,0.10087493566649512,0.10476190476190478,0.05555555555555555,0.08808290155440412,0.17391304347826084,0.10324232081911264,AmenDa00,0.596774193548387,0.6246153846153848,0.547072920232797,0.5227272727272727,2014,648.0,1,-1.0,0.31160572337042924,0.31040058679380533,,,,
1167,DannyAmendola,NWE,0.6000000000000001,WR,0.8125,0.42574257425742573,0.43243243243243246,0.7154105736782903,0.3314462171899125,0.16666666666666666,0.16666666666666666,0.15544041450777202,0.4891304347826086,0.3916382252559727,AmenDa00,0.6451612903225805,0.6861538461538463,0.7066073262581308,0.5681818181818182,2015,243.0,2,0.02947726696711531,3.2857142857142856,1.146322331503047,,,,
1166,DannyAmendola,NWE,0.6666666666666665,WR,0.6875,0.1386138613861386,0.14864864864864868,0.767154105736783,0.12300566134843027,0.18095238095238095,0.2222222222222222,0.18134715025906736,0.19565217391304343,0.16979522184300344,AmenDa00,0.5,0.44307692307692315,0.6110920917494008,0.4772727272727273,2016,659.0,3,-0.3841751852211057,0.37111801242236025,0.4258098999317041,,,,
1165,DannyAmendola,NWE,0.7333333333333334,WR,0.875,0.4207920792079208,0.40540540540540543,0.672665916760405,0.337107565620175,0.18571428571428575,0.1111111111111111,0.16321243523316062,0.43478260869565205,0.371160409556314,AmenDa00,0.5846774193548387,0.5569230769230771,0.6487504279356385,0.4772727272727273,2017,575.0,4,0.06431480559888912,2.7405857740585775,1.3036797605209944,575.0,517.614697648767,575.0,517.614697648767
1164,DannyAmendola,MIA,0.8000000000000003,WR,0.875,0.38613861386138615,0.39189189189189194,0.7154105736782903,0.2938754503345342,0.15952380952380948,0.05555555555555555,0.15284974093264247,0.4130434782608695,0.32337883959044367,AmenDa00,0.19354838709677424,0.15076923076923077,0.12906538856555982,0.34090909090909094,2018,678.0,5,0.17137095687212167,0.8717557251908395,1.0831815239156288,678.0,377.311022965466,678.0,377.311022965466
1163,DannyAmendola,DET,0.8666666666666667,WR,0.875,0.4752475247524752,0.4121621621621622,0.5939257592800901,0.3468862583633556,0.18809523809523812,0.05555555555555555,0.14507772020725387,0.43478260869565205,0.3822525597269625,AmenDa00,0.40322580645161277,0.5076923076923079,0.4714138993495379,0.38636363636363635,2019,602.0,6,0.3349325128180348,1.180385288966725,1.2690397473721664,602.0,348.0817823826132,602.0,348.0817823826132
1162,DannyAmendola,DET,0.9333333333333336,WR,0.8125,0.33663366336633666,0.3040540540540541,0.625421822272216,0.30777148739063304,0.24047619047619043,0.0,0.18911917098445594,0.3478260869565217,0.363481228668942,AmenDa00,0.5241935483870968,0.5415384615384615,0.5412529955494695,0.36363636363636365,2020,248.0,7,0.3575294137162137,0.887240356083086,1.1202805264674798,248.0,272.95577468497476,248.0,272.95577468497476
1160,ChosenAnderson,NYJ,0.1333333333333333,WR,0.9375,0.3811881188118812,0.27702702702702703,0.4803149606299213,0.3000514668039115,0.26190476190476186,0.1111111111111111,0.15803108808290156,0.2717391304347826,0.30972696245733794,AndeRo04,0.2701612903225805,0.44307692307692315,0.3228346456692913,0.11363636363636365,2016,941.0,0,1.0,1.0,1.0386910948124832,,,,
1159,ChosenAnderson,NYJ,0.20000000000000018,WR,0.9375,0.5594059405940595,0.41891891891891897,0.49718785151856015,0.48224395265054043,0.2833333333333333,0.38888888888888884,0.17875647668393785,0.4130434782608695,0.4982935153583618,AndeRo04,0.31854838709677424,0.32000000000000006,0.2256076686066416,0.18181818181818182,2017,752.0,1,1.0,1.607204116638079,1.8649586803178193,752.0,833.1949743965233,752.0,833.1949743965233
1158,ChosenAnderson,NYJ,0.26666666666666683,WR,0.8125,0.4603960396039604,0.3310810810810811,0.4735658042744657,0.3849716932578487,0.2857142857142857,0.3333333333333333,0.17098445595854922,0.3804347826086956,0.4547781569965871,AndeRo04,0.221774193548387,0.3630769230769231,0.2197877439233139,0.15909090909090912,2018,779.0,2,0.4657450412466418,0.7982924226254001,1.4189488264253773,779.0,681.2271347555388,779.0,681.2271347555388
1157,ChosenAnderson,NYJ,0.3333333333333335,WR,0.9375,0.47029702970297027,0.3445945945945946,0.484814398200225,0.3988677303139475,0.2857142857142857,0.2777777777777778,0.17357512953367873,0.3478260869565217,0.4121160409556314,AndeRo04,0.31854838709677424,0.3538461538461539,0.20130092434097924,0.18181818181818182,2019,1096.0,3,0.3446992999246352,1.036096256684492,1.4592074246490045,1096.0,623.9704978732028,1096.0,623.9704978732028
1156,ChosenAnderson,CAR,0.40000000000000013,WR,0.9375,0.6683168316831684,0.6351351351351351,0.6614173228346457,0.56201749871333,0.20238095238095236,0.16666666666666666,0.17357512953367873,0.6304347826086956,0.5810580204778156,AndeRo04,0.5201612903225805,0.44307692307692315,0.46730571722013015,0.11363636363636365,2020,519.0,4,0.6970508390021684,1.4090322580645163,2.045729657027572,519.0,831.9114143601736,519.0,831.9114143601736
1154,TavonAustin,LAR,0.1333333333333333,WR,0.75,0.33663366336633666,0.26351351351351354,0.5275590551181103,0.2130725681935152,0.17857142857142858,0.2222222222222222,0.12176165803108807,0.3260869565217391,0.27133105802047786,AustTa00,0.22983870967741926,0.3076923076923077,0.20609380349195494,0.25,2013,242.0,0,1.0,1.0,0.633054042731462,,,,
1153,TavonAustin,LAR,0.20000000000000018,WR,0.875,0.21287128712871287,0.20270270270270274,0.6681664791901013,0.12249099330931551,0.11428571428571427,0.0,0.10621761658031087,0.21739130434782608,0.1339590443686007,AustTa00,0.33467741935483875,0.3353846153846154,0.3002396439575489,0.20454545454545459,2014,473.0,1,-1.0000000000000002,0.5748792270531402,0.37691499824962077,,,,
1152,TavonAustin,LAR,0.26666666666666683,WR,0.9375,0.42574257425742573,0.3445945945945946,0.547806524184477,0.24137931034482762,0.14523809523809522,0.2777777777777778,0.10362694300518135,0.3478260869565217,0.24914675767918093,AustTa00,0.11693548387096775,0.20615384615384613,0.0965422800410819,0.0,2015,509.0,2,0.22790142204853625,1.9705882352941178,0.8348216979424367,,,,
1151,TavonAustin,LAR,0.3333333333333335,WR,0.875,0.5198019801980198,0.38513513513513514,0.4904386951631047,0.25990735975295937,0.1380952380952381,0.16666666666666666,0.08808290155440412,0.4130434782608695,0.2858361774744027,AustTa00,0.27419354838709675,0.40000000000000013,0.14652516261554271,0.06818181818181818,2016,47.0,3,0.549536310189385,1.0767590618336886,0.8997238471360275,,,,
1150,TavonAustin,LAR,0.40000000000000013,WR,0.9375,0.10396039603960396,0.08108108108108109,0.5399325084364455,0.022130725681935155,0.01428571428571429,0.0,0.018134715025906738,0.07608695652173914,0.021331058020477814,AustTa00,0.30645161290322576,0.34461538461538477,0.4477918521054435,0.38636363636363635,2017,140.0,4,-0.3907608571580811,0.08514851485148515,0.08558508351511872,140.0,108.73871549504207,140.0,108.73871549504207
1149,TavonAustin,DAL,0.4666666666666668,WR,0.375,0.05940594059405941,0.0472972972972973,0.5669291338582677,0.06999485331960886,0.34523809523809523,0.1111111111111111,0.24352331606217617,0.10869565217391303,0.1672354948805461,AustTa00,0.4516129032258065,0.37230769230769245,0.34748373844573777,0.25,2018,177.0,5,-0.5456955959486338,3.162790697674419,0.257990695713705,177.0,140.09032317601276,177.0,140.09032317601276
1148,TavonAustin,DAL,0.5333333333333334,WR,0.8125,0.11386138613861385,0.08108108108108109,0.484814398200225,0.0890375707668554,0.2523809523809524,0.05555555555555555,0.15544041450777202,0.08695652173913043,0.10409556313993175,AustTa00,0.5806451612903225,0.5876923076923077,0.7627524820267032,0.4318181818181819,2019,20.0,6,-0.5799626346349793,1.272058823529412,0.32573275414745523,20.0,63.008179611117896,20.0,63.008179611117896
1147,TavonAustin,GNB,0.6000000000000001,WR,0.1875,0.019801980198019802,0.02702702702702703,1.0,0.008234688625836336,0.023809523809523808,0.0,0.06735751295336787,0.13043478260869565,0.03924914675767918,AustTa00,0.5161290322580645,0.36923076923076925,0.5419376925710374,0.8409090909090908,2020,213.0,7,-0.6964088824422078,0.09248554913294797,0.029974060908828894,213.0,-1.0963606664799386,213.0,-1.0963606664799386
1145,DougBaldwin,SEA,0.26666666666666683,WR,0.9375,0.35148514851485146,0.3310810810810811,0.655793025871766,0.39835306227483275,0.29999999999999993,0.2777777777777778,0.24352331606217617,0.3260869565217391,0.4112627986348123,BaldDo00,0.092741935483871,0.043076923076923235,0.2440944881889765,0.36363636363636365,2013,825.0,0,1.0,1.0,1.18353581901969,,,,
1144,DougBaldwin,SEA,0.3333333333333335,WR,0.9375,0.4801980198019802,0.4391891891891892,0.6321709786276716,0.422542460113227,0.2261904761904762,0.16666666666666666,0.18134715025906736,0.43478260869565205,0.4368600682593857,BaldDo00,0.1733870967741935,0.1476923076923078,0.2488873673399522,0.20454545454545459,2014,1069.0,1,1.0,1.0607235142118863,1.3001983763148681,,,,
1143,DougBaldwin,SEA,0.40000000000000013,WR,0.9375,0.504950495049505,0.5202702702702703,0.7266591676040496,0.5481214616572312,0.25476190476190474,0.7777777777777777,0.23316062176165805,0.5217391304347825,0.5665529010238908,BaldDo00,0.3588709677419355,0.25538461538461554,0.4337555631633002,0.5227272727272727,2015,1128.0,2,0.9313856001780252,1.2971985383678444,1.8957038556688592,,,,
1142,DougBaldwin,SEA,0.4666666666666668,WR,0.9375,0.6138613861386139,0.6283783783783784,0.7210348706411699,0.5784868759650027,0.21428571428571427,0.38888888888888884,0.19689119170984457,0.6304347826086956,0.5981228668941979,BaldDo00,0.5,0.49538461538461553,0.548099965765149,0.2727272727272727,2016,991.0,3,0.958892151491419,1.0553990610328638,2.002553671645337,,,,
1141,DougBaldwin,SEA,0.5333333333333334,WR,0.9375,0.5693069306930693,0.5,0.6029246344206974,0.507977354606279,0.2428571428571428,0.4444444444444444,0.18393782383419688,0.49999999999999994,0.5247440273037542,BaldDo00,0.38709677419354827,0.4584615384615385,0.38822321122903125,0.5227272727272727,2017,618.0,4,0.7583930821242076,0.8781138790035586,1.9644762192888878,618.0,741.5374064991095,618.0,741.5374064991095
1139,ColeBeasley,DAL,0.20000000000000018,WR,0.8125,0.2623762376237624,0.2567567567567568,0.6872890888638921,0.18733916623777666,0.1523809523809524,0.1111111111111111,0.13989637305699482,0.29347826086956513,0.22098976109215018,BeasCo00,0.5282258064516128,0.5538461538461539,0.4899007189318726,0.5,2013,420.0,0,1.0,1.0,0.5565982404692082,,,,
1138,ColeBeasley,DAL,0.26666666666666683,WR,0.9375,0.2376237623762376,0.24324324324324326,0.7244094488188977,0.21410190427174475,0.19999999999999998,0.2222222222222222,0.18652849740932642,0.23913043478260865,0.22098976109215018,BeasCo00,0.33870967741935476,0.2153846153846155,0.43170147209859644,0.5909090909090909,2014,536.0,1,1.0000000000000004,1.1428571428571428,0.6588094087052194,,,,
1137,ColeBeasley,DAL,0.3333333333333335,WR,0.9375,0.36633663366336633,0.3445945945945946,0.6546681664791901,0.2738033968090582,0.17380952380952383,0.2777777777777778,0.14766839378238342,0.3478260869565217,0.2824232081911263,BeasCo00,0.3629032258064515,0.3753846153846154,0.32454638822321125,0.11363636363636365,2015,833.0,2,0.9766561553865112,1.2788461538461537,0.9469619260242564,,,,
1136,ColeBeasley,DAL,0.40000000000000013,WR,0.9375,0.4801980198019802,0.5,0.735658042744657,0.42665980442614515,0.1928571428571428,0.2777777777777778,0.18393782383419688,0.49999999999999994,0.44112627986348124,BeasCo00,0.3266129032258065,0.23692307692307701,0.37932214994864777,0.31818181818181823,2016,314.0,3,0.9376352466460675,1.5582706766917291,1.476972414407459,,,,
1135,ColeBeasley,DAL,0.4666666666666668,WR,0.875,0.3069306930693069,0.2364864864864865,0.5174353205849269,0.15954709212557902,0.13571428571428568,0.2222222222222222,0.09326424870466321,0.24999999999999994,0.17491467576791808,BeasCo00,0.26209677419354827,0.2676923076923077,0.21157137966449857,0.25,2017,672.0,4,0.233624375536566,0.3739445114595899,0.6170087416206232,672.0,312.95049668517584,672.0,312.95049668517584
1134,ColeBeasley,DAL,0.5333333333333334,WR,0.9375,0.42574257425742573,0.43243243243243246,0.7154105736782903,0.343798250128667,0.17380952380952383,0.16666666666666666,0.16321243523316062,0.43478260869565205,0.35494880546075086,BeasCo00,0.4516129032258065,0.37230769230769245,0.34748373844573777,0.25,2018,778.0,5,0.4038882466250469,2.154838709677419,1.2671895936526096,778.0,480.7544784730279,778.0,480.7544784730279
1133,ColeBeasley,BUF,0.6000000000000001,WR,0.875,0.5198019801980198,0.445945945945946,0.5860517435320586,0.39835306227483275,0.20476190476190473,0.3333333333333333,0.15284974093264247,0.47826086956521735,0.439419795221843,BeasCo00,0.221774193548387,0.3292307692307692,0.24169804861348865,0.2272727272727273,2019,967.0,6,0.5690374227818714,1.158682634730539,1.457324576359135,967.0,494.27189086843134,967.0,494.27189086843134
1132,ColeBeasley,BUF,0.6666666666666665,WR,0.875,0.5247524752475248,0.5472972972972973,0.7367829021372329,0.4956253216675245,0.20952380952380953,0.2222222222222222,0.19689119170984457,0.5869565217391303,0.5469283276450512,BeasCo00,0.6693548387096773,0.5846153846153848,0.7179048271140022,0.6590909090909092,2020,693.0,7,0.7190174566341079,1.244186046511628,1.8040637909501391,693.0,622.5277389957694,693.0,622.5277389957694
1130,OdellBeckhamJr,NYG,0.06666666666666665,WR,0.6875,0.6386138613861386,0.6081081081081081,0.6625421822272216,0.6695831188883171,0.2690476190476191,0.6666666666666666,0.22279792746113988,0.8152173913043476,0.9249146757679181,BeckOd00,0.5604838709677418,0.6184615384615386,0.5987675453611777,0.4318181818181819,2014,1450.0,0,1.0,1.0,2.0603630786670446,,,,
1129,OdellBeckhamJr,NYG,0.1333333333333333,WR,0.875,0.7772277227722773,0.6418918918918919,0.5590551181102362,0.7442099845599589,0.28809523809523807,0.7222222222222222,0.2020725388601036,0.6847826086956521,0.8216723549488054,BeckOd00,0.596774193548387,0.6676923076923078,0.6230742896268401,0.5681818181818182,2015,1367.0,1,1.0,1.1114527286702536,2.5738852350208172,,,,
1128,OdellBeckhamJr,NYG,0.20000000000000018,WR,0.9375,0.8316831683168316,0.6756756756756757,0.547806524184477,0.701492537313433,0.24999999999999997,0.5555555555555556,0.17357512953367873,0.6739130434782606,0.7252559726962458,BeckOd00,0.536290322580645,0.5907692307692309,0.46422458062307437,0.34090909090909094,2016,302.0,2,0.42609922749521356,0.942600276625173,2.428363571577041,,,,
