,Unnamed: 0,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional
97,97,SammyWatkins,KAN,25,WR,10,55,40,72.7%,519,13.0,3,9.4,4.0,51.9,WatkSa00
100,100,RashardHiggins,CLE,24,WR,13,53,39,73.6%,572,14.7,4,10.8,3.0,44.0,HiggRa00
101,101,CurtisSamuel,CAR,22,WR,13,65,39,60.0%,494,12.7,5,7.6,3.0,38.0,SamuCu00
103,103,RandallCobb,GNB,28,WR,9,61,38,62.3%,383,10.1,2,6.3,4.2,42.6,CobbRa00
104,104,KeelanCole,JAX,25,WR,16,70,38,54.3%,491,12.9,1,7.0,2.4,30.7,ColeKe00
105,105,QuincyEnunwa,NYJ,26,WR,11,68,38,55.9%,449,11.8,1,6.6,3.5,40.8,EnunQu00
107,107,MarquezValdesScantling,GNB,24,WR,16,73,38,52.1%,581,15.3,2,8.0,2.4,36.3,ValdMa00
108,108,JermaineKearse,NYJ,28,WR,14,76,37,48.7%,371,10.0,1,4.9,2.6,26.5,KearJe01
109,109,KennyStills,MIA,26,WR,15,64,37,57.8%,553,14.9,6,8.6,2.5,36.9,StilKe00
110,110,TaywanTaylor,TEN,23,WR,13,56,37,66.1%,466,12.6,1,8.3,2.8,35.8,TaylTa00
111,111,RyanSwitzer,PIT,24,WR,16,44,36,81.8%,253,7.0,1,5.8,2.3,15.8,SwitRy00
115,115,RyanGrant,IND,28,WR,14,52,35,67.3%,334,9.5,1,6.4,2.5,23.9,GranRy01
116,116,ChrisHogan,NWE,31,WR,16,55,35,63.6%,532,15.2,3,9.7,2.2,33.3,HogaCh00
117,117,MarvinJones,DET,28,WR,9,62,35,56.5%,508,14.5,5,8.2,3.9,56.4,JoneMa02
119,119,LaquonTreadwell,MIN,23,WR,15,53,35,66.0%,302,8.6,1,5.7,2.3,20.1,TreaLa00
122,122,MikeDavis,SEA,25,WR,15,42,34,81.0%,214,6.3,1,5.1,2.3,14.3,DaviMi01
127,127,MichaelGallup,DAL,22,WR,16,68,33,48.5%,507,15.4,2,7.5,2.1,31.7,GallMi00
129,129,AnthonyMiller,CHI,24,WR,15,54,33,61.1%,423,12.8,7,7.8,2.2,28.2,MillAn02
131,131,ChrisConley,KAN,26,WR,16,52,32,61.5%,334,10.4,5,6.4,2.0,20.9,ConlCh00
132,132,PhillipDorsett,NWE,25,WR,16,42,32,76.2%,290,9.1,3,6.9,2.0,18.1,DorsPh00
133,133,WillFuller,HOU,24,WR,7,45,32,71.1%,503,15.7,4,11.2,4.6,71.9,FullWi01
135,135,BruceEllington,2TM,27,WR,7,42,31,73.8%,224,7.2,1,5.3,4.4,32.0,ElliBr00
138,138,DaeSeanHamilton,DEN,23,WR,14,45,30,66.7%,243,8.1,2,5.4,2.1,17.4,HamiDa01
141,141,JamisonCrowder,WAS,25,WR,9,49,29,59.2%,388,13.4,2,7.9,3.2,43.1,CrowJa00
142,142,JoshReynolds,LAR,23,WR,16,53,29,54.7%,402,13.9,5,7.6,1.8,25.1,ReynJo00
144,144,KekeCoutee,HOU,21,WR,6,41,28,68.3%,287,10.3,1,7.0,4.7,47.8,CoutKe00
146,146,MauriceHarris,WAS,26,WR,12,47,28,59.6%,304,10.9,0,6.5,2.3,25.3,HarrMa05
147,147,DontrelleInman,IND,29,WR,9,39,28,71.8%,304,10.9,3,7.8,3.1,33.8,InmaDo00
149,149,TreQuanSmith,NOR,22,WR,15,44,28,63.6%,427,15.3,5,9.7,1.9,28.5,SmitTr03
151,151,RobertFoster,BUF,24,WR,13,44,27,61.4%,541,20.0,3,12.3,2.1,41.6,FostRo01
154,154,ZachPascal,IND,24,WR,16,46,27,58.7%,268,9.9,2,5.8,1.7,16.8,PascZa00
155,155,DantePettis,SFO,23,WR,12,45,27,60.0%,467,17.3,5,10.4,2.3,38.9,PettDa00
161,161,DavidMoore,SEA,23,WR,16,53,26,49.1%,445,17.1,5,8.4,1.6,27.8,MoorDa03
163,163,TajaeSharpe,TEN,24,WR,16,47,26,55.3%,316,12.2,2,6.7,1.6,19.8,SharTa00
165,165,TrentTaylor,SFO,24,WR,14,41,26,63.4%,215,8.3,1,5.2,1.9,15.4,TaylTr02
166,166,AlbertWilson,MIA,26,WR,7,35,26,74.3%,391,15.0,4,11.2,3.7,55.9,WilsAl02
167,167,KelvinBenjamin,2TM,27,WR,15,67,25,37.3%,380,15.2,1,5.7,1.7,25.3,BenjKe00
171,171,TyMontgomery,2TM,25,WR,13,40,25,62.5%,235,9.4,0,5.9,1.9,18.1,MontTy01
172,172,PierreGarcon,SFO,32,WR,8,46,24,52.2%,286,11.9,1,6.2,3.0,35.8,GarcPi00
177,177,DeVanteParker,MIA,25,WR,11,47,24,51.1%,309,12.9,1,6.6,2.2,28.1,ParkDe01
179,179,MarquiseGoodwin,SFO,28,WR,11,43,23,53.5%,395,17.2,4,9.2,2.1,35.9,GoodMa00
180,180,TimPatrick,DEN,25,WR,16,41,23,56.1%,315,13.7,1,7.7,1.4,19.7,PatrTi00
182,182,DeAndreCarter,2TM,25,WR,14,25,22,88.0%,216,9.8,0,8.6,1.6,15.4,CartDe02
188,188,DemarcusRobinson,KAN,24,WR,16,33,22,66.7%,288,13.1,4,8.7,1.4,18.0,RobiDe01
191,191,JakeemGrant,MIA,26,WR,10,34,21,61.8%,268,12.8,2,7.9,2.1,26.8,GranJa00
193,193,CordarrellePatterson,NWE,27,WR,15,28,21,75.0%,247,11.8,3,8.8,1.4,16.5,PattCo00
194,194,JohnRoss,CIN,23,WR,13,58,21,36.2%,210,10.0,7,3.6,1.6,16.2,RossJo00
195,195,EquanimeousStBrown,GNB,22,WR,12,36,21,58.3%,328,15.6,0,9.1,1.8,27.3,St.BEq00
197,197,GeronimoAllison,GNB,24,WR,5,30,20,66.7%,303,15.2,2,10.1,4.0,60.6,AlliGe01
203,203,AlexErickson,CIN,26,WR,16,29,20,69.0%,167,8.4,0,5.8,1.3,10.4,EricAl01
205,205,AllenHurns,DAL,27,WR,16,35,20,57.1%,295,14.8,2,8.4,1.3,18.4,HurnAl01
206,206,JordanMatthews,PHI,26,WR,14,28,20,71.4%,300,15.0,2,10.7,1.4,21.4,MattJo00
208,208,PaulRichardson,WAS,26,WR,7,35,20,57.1%,262,13.1,2,7.5,2.9,37.4,RichPa01
212,212,MartavisBryant,LVR,27,WR,8,27,19,70.4%,266,14.0,0,9.9,2.4,33.3,BryaMa00
215,215,TJJones,DET,26,WR,15,26,19,73.1%,190,10.0,2,7.3,1.3,12.7,JoneT.00
218,218,ChrisMoore,BAL,25,WR,16,25,19,76.0%,196,10.3,1,7.8,1.2,12.3,MoorCh00
219,219,TrentSherfield,ARI,22,WR,13,28,19,67.9%,210,11.1,1,7.5,1.5,16.2,SherTr00
221,221,IsaiahMcKenzie,2TM,23,WR,8,30,18,60.0%,179,9.9,0,6.0,2.3,22.4,McKeIs00
224,224,TedGinnJr,NOR,33,WR,5,30,17,56.7%,209,12.3,2,7.0,3.4,41.8,GinnTe00
226,226,AldrickRobinson,MIN,30,WR,14,35,17,48.6%,231,13.6,5,6.6,1.2,16.5,RobiAl00
227,227,TorreySmith,CAR,29,WR,11,31,17,54.8%,190,11.2,2,6.1,1.5,17.3,SmitTo02
228,228,DeonteThompson,2TM,29,WR,13,30,17,56.7%,161,9.5,0,5.4,1.3,12.4,ThomDe04
229,229,ChadWilliams,ARI,24,WR,10,46,17,37.0%,171,10.1,1,3.7,1.7,17.1,WillCh05
231,231,BennieFowler,NYG,27,WR,10,27,16,59.3%,199,12.4,1,7.4,1.6,19.9,FowlBe00
233,233,BreshadPerriman,CLE,25,WR,10,25,16,64.0%,340,21.3,2,13.6,1.6,34.0,PerrBr02
235,235,JamesWashington,PIT,22,WR,14,38,16,42.1%,217,13.6,1,5.7,1.1,15.5,WashJa00
238,238,MarcellAteman,LVR,24,WR,7,31,15,48.4%,154,10.3,1,5.0,2.1,22.0,AtemMa00
246,246,JoshBellamy,CHI,29,WR,16,25,14,56.0%,117,8.4,1,4.7,0.9,7.3,BellJo02
247,247,JaronBrown,SEA,28,WR,16,19,14,73.7%,166,11.9,5,8.7,0.9,10.4,BrowJa03
249,249,DJChark,JAX,22,WR,11,32,14,43.8%,174,12.4,0,5.4,1.3,15.8,CharDJ00
252,252,JustinHardy,ATL,27,WR,16,22,14,63.6%,133,9.5,2,6.0,0.9,8.3,HardJu00
254,254,CodyCore,CIN,24,WR,14,28,13,46.4%,160,12.3,1,5.7,0.9,11.4,CoreCo00
255,255,AndreHolmes,2TM,30,WR,15,24,13,54.2%,162,12.5,0,6.8,0.9,10.8,HolmAn00
258,258,KeithKirkwood,NOR,24,WR,8,21,13,61.9%,209,16.1,2,10.0,1.6,26.1,KirkKe00
259,259,DamionRatley,CLE,23,WR,13,20,13,65.0%,144,11.1,0,7.2,1.0,11.1,RatlDa00
261,261,DanArnold,NOR,23,WR,10,19,12,63.2%,150,12.5,1,7.9,1.2,15.0,ArnoDa00
262,262,TravisBenjamin,LAC,29,WR,12,24,12,50.0%,186,15.5,1,7.8,1.0,15.5,BenjTr00
267,267,BrandonLaFell,LVR,32,WR,6,16,12,75.0%,135,11.3,2,8.4,2.0,22.5,LaFeBr00
268,268,EliRogers,PIT,26,WR,3,14,12,85.7%,79,6.6,0,5.6,4.0,26.3,RogeEl00
274,274,DariusJennings,TEN,26,WR,16,15,11,73.3%,101,9.2,0,6.7,0.7,6.3,JennDa00
275,275,AndyJones,DET,24,WR,8,24,11,45.8%,80,7.3,1,3.3,1.4,10.0,JoneAn01
276,276,CodyLatimer,NYG,26,WR,6,16,11,68.8%,190,17.3,1,11.9,1.8,31.7,LatiCo00
277,277,BrandonMarshall,SEA,34,WR,7,23,11,47.8%,136,12.4,1,5.9,1.6,19.4,MarsBr00
280,280,BrandonPowell,DET,23,WR,6,17,11,64.7%,129,11.7,0,7.6,1.8,21.5,PoweBr00
283,283,DeontayBurnett,NYJ,21,WR,5,15,10,66.7%,143,14.3,0,9.5,2.0,28.6,BurnDe00
284,284,MichaelFloyd,WAS,29,WR,13,24,10,41.7%,100,10.0,1,4.2,0.8,7.7,FloyMi00
285,285,MarvinHall,ATL,25,WR,16,19,10,52.6%,149,14.9,1,7.8,0.6,9.3,HallMa02
287,287,NilesPaul,JAX,29,WR,6,13,10,76.9%,98,9.8,0,7.5,1.7,16.3,PaulNi00
288,288,AndreRoberts,NYJ,30,WR,16,17,10,58.8%,79,7.9,1,4.6,0.6,4.9,RobeAn00
289,289,RussellShepard,NYG,28,WR,12,19,10,52.6%,188,18.8,2,9.9,0.8,15.7,ShepRu00
292,292,AustinCarr,NOR,25,WR,14,14,9,64.3%,97,10.8,2,6.9,0.6,6.9,CarrAu00
296,296,RichieJames,SFO,23,WR,13,14,9,64.3%,130,14.4,1,9.3,0.7,10.0,JameRi00
297,297,CameronMeredith,NOR,26,WR,6,10,9,90.0%,114,12.7,1,11.4,1.5,19.0,MereCa00
301,301,TreyQuinn,WAS,23,WR,3,10,9,90.0%,75,8.3,1,7.5,3.0,25.0,QuinTr00
305,305,TavonAustin,DAL,28,WR,7,13,8,61.5%,140,17.5,2,10.8,1.1,20.0,AustTa00
306,306,CameronBatson,TEN,23,WR,11,11,8,72.7%,82,10.3,0,7.5,0.7,7.5,BatsCa00
311,311,JakeKumerow,GNB,26,WR,5,11,8,72.7%,103,12.9,1,9.4,1.6,20.6,KumeJa00
326,326,JJNelson,ARI,26,WR,14,19,7,36.8%,64,9.1,0,3.4,0.5,4.6,NelsJJ00
328,328,KamarAiken,PHI,29,WR,5,7,6,85.7%,53,8.8,0,7.6,1.2,10.6,AikeKa00
330,330,BriceButler,2TM,28,WR,8,10,6,60.0%,60,10.0,1,6.0,0.8,7.5,ButlBr00
332,332,RussellGage,ATL,22,WR,15,10,6,60.0%,63,10.5,0,6.3,0.4,4.2,GageRu00
333,333,RashadGreene,JAX,26,WR,8,8,6,75.0%,60,10.0,0,7.5,0.8,7.5,GreeRa00
336,336,DwayneHarris,LVR,31,WR,15,6,6,100.0%,40,6.7,0,6.7,0.4,2.7,HarrDw00
337,337,MarcusJohnson,IND,24,WR,5,8,6,75.0%,102,17.0,1,12.8,1.2,20.4,JohnMa07
340,340,NealSterling,NYJ,26,WR,5,8,6,75.0%,47,7.8,0,5.9,1.2,9.4,SterNe00
341,341,DarrenWaller,LVR,26,WR,4,6,6,100.0%,75,12.5,0,12.5,1.5,18.8,WallDa01
345,345,NoahBrown,DAL,22,WR,8,8,5,62.5%,54,10.8,0,6.8,0.6,6.8,BrowNo00
347,347,CoreyColeman,NYG,24,WR,8,8,5,62.5%,71,14.2,0,8.9,0.6,8.9,ColeCo00
352,352,RishardMatthews,2TM,29,WR,8,9,5,55.6%,24,4.8,0,2.7,0.6,3.0,MattRi00
353,353,RayRayMcCloud,BUF,22,WR,10,6,5,83.3%,36,7.2,0,6.0,0.5,3.6,McClRa00
360,360,VyncintSmith,HOU,22,WR,7,10,5,50.0%,91,18.2,1,9.1,0.7,13.0,SmitVy00
363,363,ChadBeebe,MIN,24,WR,3,4,4,100.0%,39,9.8,0,9.8,1.3,13.0,BeebCh00
365,365,JawillDavis,NYG,23,WR,7,8,4,50.0%,40,10.0,0,5.0,0.6,5.7,DaviJa07
370,370,AudenTate,CIN,21,WR,7,12,4,33.3%,35,8.8,0,2.9,0.6,5.0,TateAu00
372,372,DelanieWalker,TEN,34,WR,1,7,4,57.1%,52,13.0,0,7.4,4.0,52.0,WalkHu00
373,373,KevinWhite,CHI,26,WR,9,8,4,50.0%,92,23.0,0,11.5,0.4,10.2,WhitKe00
374,374,BoboWilson,TAM,23,WR,5,5,4,80.0%,52,13.0,0,10.4,0.8,10.4,WilsJe00
375,375,JavonWims,CHI,24,WR,4,5,4,80.0%,32,8.0,0,6.4,1.0,8.0,WimsJa00
388,388,JustinHunter,PIT,27,WR,5,13,3,23.1%,21,7.0,0,1.6,0.6,4.2,HuntJu00
391,391,TommyleeLewis,NOR,26,WR,7,3,3,100.0%,60,20.0,1,20.0,0.4,8.6,LewiTo00
396,396,BrianQuick,WAS,29,WR,6,3,3,100.0%,18,6.0,0,6.0,0.5,3.0,QuicBr00
399,399,JalenTolliver,ARI,23,WR,3,6,3,50.0%,37,12.3,0,6.2,1.0,12.3,TollJa00
401,401,DerrickWillies,CLE,24,WR,5,5,3,60.0%,61,20.3,0,12.2,0.6,12.2,WillDe06
404,404,LeonteCarroo,MIA,24,WR,9,4,2,50.0%,94,47.0,1,23.5,0.2,10.4,CarrLe00
412,412,KhaDarelHodge,LAR,23,WR,14,3,2,66.7%,17,8.5,0,5.7,0.1,1.2,HodgKh00
414,414,JeremyKerley,BUF,30,WR,1,4,2,50.0%,7,3.5,0,1.8,2.0,7.0,KerlJe00
417,417,JMonMoore,GNB,23,WR,12,3,2,66.7%,15,7.5,0,5.0,0.2,1.3,MoorJM00
420,420,CharonePeake,NYJ,26,WR,13,3,2,66.7%,25,12.5,0,8.3,0.2,1.9,PeakCh00
424,424,MalikTurner,SEA,22,WR,6,3,2,66.7%,20,10.0,0,6.7,0.3,3.3,TurnMa00
428,428,NickWilliams,2TM,28,WR,4,5,2,40.0%,17,8.5,0,3.4,0.5,4.3,WillNi02
429,429,TerranceWilliams,DAL,29,WR,3,3,2,66.7%,18,9.0,0,6.0,0.7,6.0,WillTe01
432,432,VictorBolden,2TM,23,WR,6,4,1,25.0%,10,10.0,0,2.5,0.2,1.7,BoldVi00
436,436,DamiereByrd,CAR,25,WR,8,2,1,50.0%,8,8.0,0,4.0,0.1,1.0,ByrdDa00
439,439,JehuChesson,WAS,25,WR,12,2,1,50.0%,7,7.0,0,3.5,0.1,0.6,ChesJe00
440,440,SammieCoates,HOU,25,WR,12,2,1,50.0%,12,12.0,0,6.0,0.1,1.0,CoatSa00
442,442,RiverCracraft,DEN,24,WR,8,2,1,50.0%,44,44.0,0,22.0,0.1,5.5,CracRi00
449,449,GehrigDieter,KAN,25,WR,4,3,1,33.3%,22,22.0,0,7.3,0.3,5.5,DietGe00
453,453,SheltonGibson,PHI,24,WR,15,3,1,33.3%,48,48.0,0,16.0,0.1,3.2,GibsSh00
455,455,JustinHardee,NOR,24,WR,16,1,1,100.0%,10,10.0,0,10.0,0.1,0.6,HardJu01
456,456,KeonHatcher,LVR,24,WR,3,2,1,50.0%,8,8.0,0,4.0,0.3,2.7,HatcKe00
458,458,DarriusHeywardBey,PIT,31,WR,14,2,1,50.0%,9,9.0,0,4.5,0.1,0.6,HeywDa00
461,461,JJJones,2TM,26,WR,4,1,1,100.0%,3,3.0,0,3.0,0.3,0.8,JoneJJ00
463,463,MarcusKemp,KAN,23,WR,16,2,1,50.0%,7,7.0,0,3.5,0.1,0.4,KempMa00
464,464,DarvinKidsy,WAS,23,WR,2,2,1,50.0%,8,8.0,0,4.0,0.5,4.0,KidsDa00
465,465,AllenLazard,GNB,23,WR,1,1,1,100.0%,7,7.0,0,7.0,1.0,7.0,LazaAl00
468,468,JoshMalone,CIN,22,WR,9,5,1,20.0%,12,12.0,0,2.4,0.1,1.3,MaloJo00
471,471,CamPhillips,BUF,23,WR,2,1,1,100.0%,9,9.0,0,9.0,0.5,4.5,PhilCa01
486,486,JustinWatson,TAM,22,WR,12,3,1,33.3%,5,5.0,0,1.7,0.1,0.4,WatsJu01
489,489,TimWhite,BAL,24,WR,3,1,1,100.0%,14,14.0,0,14.0,0.3,4.7,WhitTi00
493,493,BrandonZylstra,MIN,25,WR,16,2,1,50.0%,23,23.0,0,11.5,0.1,1.4,ZylsBr00
495,495,StacyColey,2TM,24,WR,3,1,0,0.0%,0,,0,0.0,0.0,0.0,ColeSt00
496,496,PharohCooper,2TM,23,WR,7,1,0,0.0%,0,,0,0.0,0.0,0.0,CoopPh00
500,500,GeremyDavis,LAC,26,WR,14,1,0,0.0%,0,,0,0.0,0.0,0.0,DaviGe00
501,501,IsaiahFord,MIA,22,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,FordIs00
503,503,JohnnyHolton,LVR,28,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,HoltJo00
508,508,ChrisLacy,DET,22,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,LacyCh00
510,510,FreddieMartino,TAM,27,WR,4,1,0,0.0%,0,,0,0.0,0.0,0.0,MartFr00
512,512,RileyMcCarron,NWE,25,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,McCaRi00
513,513,JDMcKissic,SEA,25,WR,5,1,0,0.0%,0,,0,0.0,0.0,0.0,McKiJ.00
516,516,MikeWallace,PHI,32,WR,2,3,0,0.0%,0,,0,0.0,0.0,0.0,WallMi00
