,Unnamed: 0,Unnamed: 0.1_x,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Unnamed: 0.1_y,Cmp,Att,P_Yds,P_TD,Year
162,162,122,KendrickBourne,NWE,27,WR,16,48,35,72.9%,434,12.4,1,9.0,2.2,27.1,BourKe00,19.0,358.0,540.0,3536.0,19.0,2022
163,163,139,NelsonAgholor,NWE,29,WR,16,53,31,58.5%,362,11.7,2,6.8,1.9,22.6,AghoNe00,19.0,358.0,540.0,3536.0,19.0,2022
164,164,143,DeVanteParker,NWE,29,WR,13,47,31,66.0%,539,17.4,3,11.5,2.4,41.5,ParkDe01,19.0,358.0,540.0,3536.0,19.0,2022
165,165,187,TyquanThornton,NWE,22,WR,13,45,22,48.9%,247,11.2,2,5.5,1.7,19.0,ThorTy00,19.0,358.0,540.0,3536.0,19.0,2022
166,166,393,TyMontgomery,NWE,29,WR,1,4,3,75.0%,15,5.0,1,3.8,3.0,15.0,MontTy01,19.0,358.0,540.0,3536.0,19.0,2022
167,167,419,LilJordanHumphrey,NWE,24,WR,6,4,2,50.0%,20,10.0,0,5.0,0.3,3.3,HumpLi01,19.0,358.0,540.0,3536.0,19.0,2022
168,168,47,DJMoore,CAR,25,WR,17,118,63,53.4%,888,14.1,7,7.5,3.7,52.2,MoorD.00,28.0,267.0,457.0,2996.0,16.0,2022
169,169,153,TerraceMarshallJr,CAR,22,WR,14,47,28,59.6%,490,17.5,1,10.4,2.0,35.0,MarsTe00,28.0,267.0,457.0,2996.0,16.0,2022
170,170,163,LaviskaShenaultJr,CAR,24,WR,13,32,27,84.4%,272,10.1,1,8.5,2.1,20.9,ShenLa00,28.0,267.0,457.0,2996.0,16.0,2022
171,171,186,ShiSmith,CAR,24,WR,17,41,22,53.7%,296,13.5,2,7.2,1.3,17.4,SmitSh03,28.0,267.0,457.0,2996.0,16.0,2022
172,172,51,AllenLazard,GNB,27,WR,15,100,60,60.0%,788,13.1,6,7.9,4.0,52.5,LazaAl00,16.0,364.0,563.0,3632.0,27.0,2022
173,173,92,RomeoDoubs,GNB,22,WR,13,67,42,62.7%,425,10.1,3,6.3,3.2,32.7,DoubRo00,16.0,364.0,563.0,3632.0,27.0,2022
174,174,103,ChristianWatson,GNB,23,WR,14,66,41,62.1%,611,14.9,7,9.3,2.9,43.6,WatsCh00,16.0,364.0,563.0,3632.0,27.0,2022
175,175,127,RandallCobb,GNB,32,WR,13,50,34,68.0%,417,12.3,1,8.3,2.6,32.1,CobbRa00,16.0,364.0,563.0,3632.0,27.0,2022
176,176,358,SamoriToure,GNB,24,WR,11,10,5,50.0%,82,16.4,1,8.2,0.5,7.5,TourSa00,16.0,364.0,563.0,3632.0,27.0,2022
177,177,486,JuwannWinfree,GNB,26,WR,3,4,1,25.0%,17,17.0,0,4.3,0.3,5.7,WinfJu00,16.0,364.0,563.0,3632.0,27.0,2022
178,178,60,BrandinCooks,HOU,29,WR,13,93,57,61.3%,699,12.3,3,7.5,4.4,53.8,CookBr00,24.0,352.0,579.0,3344.0,20.0,2022
179,179,80,ChrisMoore,HOU,29,WR,16,74,48,64.9%,548,11.4,2,7.4,3.0,34.3,MoorCh00,24.0,352.0,579.0,3344.0,20.0,2022
180,180,116,NicoCollins,HOU,23,WR,10,66,37,56.1%,481,13.0,2,7.3,3.7,48.1,CollNi00,24.0,352.0,579.0,3344.0,20.0,2022
181,181,198,PhillipDorsett,HOU,29,WR,15,40,20,50.0%,257,12.9,1,6.4,1.3,17.1,DorsPh00,24.0,352.0,579.0,3344.0,20.0,2022
182,182,452,JalenCamp,HOU,24,WR,2,1,1,100.0%,7,7.0,0,7.0,0.5,3.5,CampJa03,24.0,352.0,579.0,3344.0,20.0,2022
183,183,62,RichieJames,NYG,27,WR,17,70,57,81.4%,569,10.0,4,8.1,3.4,33.5,JameRi00,25.0,346.0,520.0,3157.0,17.0,2022
184,184,90,DariusSlayton,NYG,25,WR,16,71,46,64.8%,724,15.7,2,10.2,2.9,45.3,SlayDa01,25.0,346.0,520.0,3157.0,17.0,2022
185,185,184,WanDaleRobinson,NYG,21,WR,6,31,23,74.2%,227,9.9,1,7.3,3.8,37.8,RobiWa01,25.0,346.0,520.0,3157.0,17.0,2022
186,186,256,SterlingShepard,NYG,29,WR,3,24,13,54.2%,154,11.8,1,6.4,4.3,51.3,ShepSt00,25.0,346.0,520.0,3157.0,17.0,2022
187,187,273,DavidSills,NYG,26,WR,9,17,11,64.7%,106,9.6,0,6.2,1.2,11.8,SillDa01,25.0,346.0,520.0,3157.0,17.0,2022
188,188,297,MarcusJohnson,NYG,28,WR,14,22,9,40.9%,99,11.0,0,4.5,0.6,7.1,JohnMa07,25.0,346.0,520.0,3157.0,17.0,2022
189,189,332,KennyGolladay,NYG,29,WR,12,17,6,35.3%,81,13.5,1,4.8,0.5,6.8,GollKe00,25.0,346.0,520.0,3157.0,17.0,2022
190,190,70,RobertWoods,TEN,30,WR,17,91,53,58.2%,527,9.9,2,5.8,3.1,31.0,WoodRo02,29.0,285.0,456.0,2914.0,16.0,2022
191,191,130,TreylonBurks,TEN,22,WR,11,54,33,61.1%,444,13.5,1,8.2,3.0,40.4,BurkTr00,29.0,285.0,456.0,2914.0,16.0,2022
192,192,173,NickWestbrookIkhine,TEN,25,WR,17,50,25,50.0%,397,15.9,3,7.9,1.5,23.4,WestNi00,29.0,285.0,456.0,2914.0,16.0,2022
193,193,309,KylePhilips,TEN,23,WR,4,13,8,61.5%,78,9.8,0,6.0,2.0,19.5,PhilKy01,29.0,285.0,456.0,2914.0,16.0,2022
194,194,388,CodyHollister,TEN,29,WR,11,5,3,60.0%,54,18.0,0,10.8,0.3,4.9,HollCo00,29.0,285.0,456.0,2914.0,16.0,2022
195,195,426,RaceyMcMath,TEN,23,WR,5,8,2,25.0%,40,20.0,0,5.0,0.4,8.0,McMaRa00,29.0,285.0,456.0,2914.0,16.0,2022
196,196,449,CJBoard,TEN,29,WR,4,1,1,100.0%,6,6.0,0,6.0,0.3,1.5,BoarC.00,29.0,285.0,456.0,2914.0,16.0,2022
197,197,466,MasonKinsey,TEN,24,WR,2,1,1,100.0%,3,3.0,0,3.0,0.5,1.5,KinsMa00,29.0,285.0,456.0,2914.0,16.0,2022
198,198,499,JoshGordon,TEN,31,WR,2,1,0,0.0%,0,,0,0.0,0.0,0.0,GordJo02,29.0,285.0,456.0,2914.0,16.0,2022
199,199,81,DemarcusRobinson,BAL,28,WR,17,75,48,64.0%,458,9.5,2,6.1,2.8,26.9,RobiDe01,27.0,300.0,488.0,3040.0,19.0,2022
200,200,117,DevinDuvernay,BAL,25,WR,14,49,37,75.5%,407,11.0,3,8.3,2.6,29.1,DuveDe00,27.0,300.0,488.0,3040.0,19.0,2022
201,201,233,RashodBateman,BAL,23,WR,6,28,15,53.6%,285,19.0,2,10.2,2.5,47.5,BateRa00,27.0,300.0,488.0,3040.0,19.0,2022
202,202,296,DeSeanJackson,BAL,36,WR,7,17,9,52.9%,153,17.0,0,9.0,1.3,21.9,JackDe00,27.0,300.0,488.0,3040.0,19.0,2022
203,203,310,JamesProche,BAL,26,WR,15,17,8,47.1%,62,7.8,0,3.6,0.5,4.1,ProcJa00,27.0,300.0,488.0,3040.0,19.0,2022
204,204,376,TylanWallace,BAL,23,WR,9,7,4,57.1%,33,8.3,0,4.7,0.4,3.7,WallTy00,27.0,300.0,488.0,3040.0,19.0,2022
205,211,104,DarnellMooney,CHI,25,WR,12,61,40,65.6%,493,12.3,2,8.1,3.3,41.1,MoonDa00,31.0,223.0,377.0,2219.0,19.0,2022
206,212,192,EquanimeousStBrown,CHI,26,WR,16,38,21,55.3%,323,15.4,1,8.5,1.3,20.2,St.BEq00,31.0,223.0,377.0,2219.0,19.0,2022
207,213,208,DantePettis,CHI,27,WR,17,41,19,46.3%,245,12.9,3,6.0,1.1,14.4,PettDa00,31.0,223.0,377.0,2219.0,19.0,2022
208,214,285,ByronPringle,CHI,29,WR,11,16,10,62.5%,135,13.5,2,8.4,0.9,12.3,PrinBy00,31.0,223.0,377.0,2219.0,19.0,2022
209,215,319,NKealHarry,CHI,25,WR,7,9,7,77.8%,116,16.6,1,12.9,1.0,16.6,HarrNK00,31.0,223.0,377.0,2219.0,19.0,2022
210,216,322,VelusJonesJr,CHI,25,WR,12,14,7,50.0%,107,15.3,1,7.6,0.6,8.9,JoneVe00,31.0,223.0,377.0,2219.0,19.0,2022
211,217,441,NsimbaWebster,CHI,26,WR,2,3,2,66.7%,14,7.0,0,4.7,1.0,7.0,WebsNs00,31.0,223.0,377.0,2219.0,19.0,2022
