,Unnamed: 0,Unnamed: 0.1_x,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Unnamed: 0.1_y,Cmp,Att,P_Yds,P_TD,Year
20,20,5,CeeDeeLamb,DAL,23,WR,17,156,107,68.6%,1359,12.7,9,8.7,6.3,79.9,LambCe00,13.0,355.0,556.0,3736.0,28.0,2022
21,21,91,NoahBrown,DAL,26,WR,16,74,43,58.1%,555,12.9,3,7.5,2.7,34.7,BrowNo00,13.0,355.0,556.0,3736.0,28.0,2022
22,22,107,MichaelGallup,DAL,26,WR,14,74,39,52.7%,424,10.9,4,5.7,2.8,30.3,GallMi00,13.0,355.0,556.0,3736.0,28.0,2022
23,23,320,TYHilton,DAL,33,WR,3,10,7,70.0%,121,17.3,0,12.1,2.3,40.3,HiltT.00,13.0,355.0,556.0,3736.0,28.0,2022
24,24,386,SimiFehoko,DAL,25,WR,5,4,3,75.0%,24,8.0,0,6.0,0.6,4.8,FehoSi00,13.0,355.0,556.0,3736.0,28.0,2022
25,25,418,DennisHouston,DAL,23,WR,2,6,2,33.3%,16,8.0,0,2.7,1.0,8.0,HousDe01,13.0,355.0,556.0,3736.0,28.0,2022
26,26,436,JalenTolbert,DAL,23,WR,8,3,2,66.7%,12,6.0,0,4.0,0.3,1.5,TolbJa00,13.0,355.0,556.0,3736.0,28.0,2022
27,27,479,KaVontaeTurpin,DAL,26,WR,17,2,1,50.0%,9,9.0,0,4.5,0.1,0.5,TurpKa00,13.0,355.0,556.0,3736.0,28.0,2022
28,28,506,JamesWashington,DAL,26,WR,2,1,0,0.0%,0,,0,0.0,0.0,0.0,WashJa00,13.0,355.0,556.0,3736.0,28.0,2022
29,29,6,AmonRaStBrown,DET,23,WR,16,146,106,72.6%,1161,11.0,6,8.0,6.6,72.6,StxxAm00,5.0,383.0,588.0,4281.0,29.0,2022
30,30,84,KalifRaymond,DET,28,WR,17,64,47,73.4%,616,13.1,0,9.6,2.8,36.2,RaymKa00,5.0,383.0,588.0,4281.0,29.0,2022
31,31,112,JoshReynolds,DET,27,WR,14,59,38,64.4%,479,12.6,3,8.1,2.7,34.2,ReynJo00,5.0,383.0,588.0,4281.0,29.0,2022
32,32,145,DJChark,DET,26,WR,11,52,30,57.7%,502,16.7,3,9.7,2.7,45.6,CharDJ00,5.0,383.0,588.0,4281.0,29.0,2022
33,33,306,TomKennedy,DET,26,WR,7,15,8,53.3%,141,17.6,0,9.4,1.1,20.1,KennTo01,5.0,383.0,588.0,4281.0,29.0,2022
34,34,408,QuintezCephus,DET,24,WR,4,3,2,66.7%,15,7.5,0,5.0,0.5,3.8,CephQu00,5.0,383.0,588.0,4281.0,29.0,2022
35,35,447,MauriceAlexander,DET,25,WR,4,1,1,100.0%,7,7.0,0,7.0,0.3,1.8,AlexMa02,5.0,383.0,588.0,4281.0,29.0,2022
36,36,482,JamesonWilliams,DET,21,WR,6,9,1,11.1%,41,41.0,1,4.6,0.2,6.8,WillJa11,5.0,383.0,588.0,4281.0,29.0,2022
37,37,7,ChrisGodwin,TAM,26,WR,15,142,104,73.2%,1023,9.8,3,7.2,6.9,68.2,GodwCh00,1.0,499.0,751.0,4586.0,26.0,2022
38,38,24,MikeEvans,TAM,29,WR,15,127,77,60.6%,1124,14.6,6,8.9,5.1,74.9,EvanMi00,1.0,499.0,751.0,4586.0,26.0,2022
39,39,74,RussellGage,TAM,26,WR,13,70,51,72.9%,426,8.4,5,6.1,3.9,32.8,GageRu00,1.0,499.0,751.0,4586.0,26.0,2022
40,40,179,JulioJones,TAM,33,WR,10,43,24,55.8%,299,12.5,2,7.0,2.4,29.9,JoneJu02,1.0,499.0,751.0,4586.0,26.0,2022
41,41,183,ScottMiller,TAM,25,WR,15,40,23,57.5%,185,8.0,0,4.6,1.5,12.3,MillSc01,1.0,499.0,751.0,4586.0,26.0,2022
42,42,300,BreshadPerriman,TAM,29,WR,11,19,9,47.4%,110,12.2,1,5.8,0.8,10.0,PerrBr02,1.0,499.0,751.0,4586.0,26.0,2022
43,43,357,DevenThompkins,TAM,23,WR,5,10,5,50.0%,32,6.4,0,3.2,1.0,6.4,ThomDe07,1.0,499.0,751.0,4586.0,26.0,2022
44,44,8,DavanteAdams,LVR,30,WR,17,180,100,55.6%,1516,15.2,14,8.4,5.9,89.2,AdamDa01,11.0,359.0,586.0,3934.0,28.0,2022
45,45,61,MackHollins,LVR,29,WR,17,94,57,60.6%,690,12.1,4,7.3,3.4,40.6,HollMa00,11.0,359.0,586.0,3934.0,28.0,2022
46,46,121,HunterRenfrow,LVR,27,WR,10,50,36,72.0%,330,9.2,2,6.6,3.6,33.0,RenfHu00,11.0,359.0,586.0,3934.0,28.0,2022
47,47,278,KeelanCole,LVR,29,WR,14,21,10,47.6%,141,14.1,1,6.7,0.7,10.1,ColeKe00,11.0,359.0,586.0,3934.0,28.0,2022
48,48,505,DJTurner,LVR,25,WR,9,1,0,0.0%,0,,0,0.0,0.0,0.0,TurnDJ00,11.0,359.0,586.0,3934.0,28.0,2022
49,49,9,MichaelPittmanJr,IND,25,WR,16,141,99,70.2%,925,9.3,4,6.6,6.2,57.8,PittMi01,22.0,398.0,604.0,3432.0,17.0,2022
50,50,45,ParrisCampbell,IND,25,WR,17,91,63,69.2%,623,9.9,3,6.8,3.7,36.6,CampPa00,22.0,398.0,604.0,3432.0,17.0,2022
51,51,102,AlecPierce,IND,22,WR,16,78,41,52.6%,593,14.5,2,7.6,2.6,37.1,PierAl00,22.0,398.0,604.0,3432.0,17.0,2022
52,52,234,AshtonDulin,IND,25,WR,12,22,15,68.2%,207,13.8,1,9.4,1.3,17.3,DuliAs00,22.0,398.0,604.0,3432.0,17.0,2022
53,53,397,MikeStrachan,IND,25,WR,13,9,3,33.3%,59,19.7,0,6.6,0.2,4.5,StraMi03,22.0,398.0,604.0,3432.0,17.0,2022
54,54,428,DezmonPatmon,IND,24,WR,1,6,2,33.3%,24,12.0,0,4.0,2.0,24.0,PatmDe00,22.0,398.0,604.0,3432.0,17.0,2022
55,55,453,KekeCoutee,IND,25,WR,8,1,1,100.0%,20,20.0,0,20.0,0.1,2.5,CoutKe00,22.0,398.0,604.0,3432.0,17.0,2022
56,56,10,DeVontaSmith,PHI,24,WR,17,136,95,69.9%,1196,12.6,7,8.8,5.6,70.4,SmitDe07,8.0,350.0,536.0,4105.0,25.0,2022
57,57,12,AJBrown,PHI,25,WR,17,145,88,60.7%,1496,17.0,11,10.3,5.2,88.0,BrowAJ00,8.0,350.0,536.0,4105.0,25.0,2022
58,58,135,QuezWatkins,PHI,24,WR,17,51,33,64.7%,354,10.7,3,6.9,1.9,20.8,WatkQu00,8.0,350.0,536.0,4105.0,25.0,2022
59,59,238,ZachPascal,PHI,28,WR,17,19,15,78.9%,150,10.0,1,7.9,0.9,8.8,PascZa00,8.0,350.0,536.0,4105.0,25.0,2022
60,60,11,DKMetcalf,SEA,25,WR,17,141,90,63.8%,1048,11.6,6,7.4,5.3,61.6,MetcDK00,10.0,399.0,573.0,3934.0,30.0,2022
61,61,18,TylerLockett,SEA,30,WR,16,117,84,71.8%,1033,12.3,9,8.8,5.3,64.6,LockTy00,10.0,399.0,573.0,3934.0,30.0,2022
62,62,160,MarquiseGoodwin,SEA,32,WR,13,42,27,64.3%,387,14.3,4,9.2,2.1,29.8,GoodMa00,10.0,399.0,573.0,3934.0,30.0,2022
63,63,317,DWayneEskridge,SEA,25,WR,10,13,7,53.8%,58,8.3,0,4.5,0.7,5.8,EskrDW00,10.0,399.0,573.0,3934.0,30.0,2022
64,64,339,LaquonTreadwell,SEA,27,WR,6,10,6,60.0%,42,7.0,0,4.2,1.0,7.0,TreaLa00,10.0,399.0,573.0,3934.0,30.0,2022
65,65,387,PennyHart,SEA,26,WR,9,4,3,75.0%,20,6.7,0,5.0,0.3,2.2,HartPe01,10.0,399.0,573.0,3934.0,30.0,2022
66,66,422,CadeJohnson,SEA,24,WR,3,4,2,50.0%,21,10.5,0,5.3,0.7,7.0,JohnCa03,10.0,399.0,573.0,3934.0,30.0,2022
67,67,445,DarekeYoung,SEA,23,WR,13,2,2,100.0%,24,12.0,0,12.0,0.2,1.8,YounDa02,10.0,399.0,573.0,3934.0,30.0,2022
68,68,13,JaMarrChase,CIN,22,WR,12,134,87,64.9%,1046,12.0,9,7.8,7.3,87.2,ChasJa00,6.0,418.0,610.0,4240.0,35.0,2022
69,69,28,TeeHiggins,CIN,23,WR,16,109,74,67.9%,1029,13.9,7,9.4,4.6,64.3,HiggTe00,6.0,418.0,610.0,4240.0,35.0,2022
70,70,55,TylerBoyd,CIN,28,WR,16,82,58,70.7%,762,13.1,5,9.3,3.6,47.6,BoydTy00,6.0,418.0,610.0,4240.0,35.0,2022
71,71,236,TrentonIrwin,CIN,27,WR,9,23,15,65.2%,231,15.4,4,10.0,1.7,25.7,IrwiTr00,6.0,418.0,610.0,4240.0,35.0,2022
72,72,338,TrentTaylor,CIN,28,WR,16,10,6,60.0%,62,10.3,0,6.2,0.4,3.9,TaylTr02,6.0,418.0,610.0,4240.0,35.0,2022
73,73,435,MikeThomas,CIN,28,WR,10,10,2,20.0%,38,19.0,0,3.8,0.2,3.8,ThomMi04,6.0,418.0,610.0,4240.0,35.0,2022
74,74,501,StanleyMorganJr,CIN,26,WR,14,1,0,0.0%,0,,0,0.0,0.0,0.0,MorgSt02,6.0,418.0,610.0,4240.0,35.0,2022
75,75,15,DiontaeJohnson,PIT,26,WR,17,147,86,58.5%,882,10.3,0,6.0,5.1,51.9,JohnDi01,23.0,364.0,571.0,3411.0,12.0,2022
76,76,73,GeorgePickens,PIT,21,WR,17,84,52,61.9%,801,15.4,4,9.5,3.1,47.1,PickGe00,23.0,364.0,571.0,3411.0,12.0,2022
77,77,248,StevenSims,PIT,25,WR,12,23,14,60.9%,104,7.4,0,4.5,1.2,8.7,SimsSt00,23.0,364.0,571.0,3411.0,12.0,2022
78,78,353,GunnerOlszewski,PIT,26,WR,16,7,5,71.4%,53,10.6,0,7.6,0.3,3.3,OlszGu00,23.0,364.0,571.0,3411.0,12.0,2022
79,79,405,MilesBoykin,PIT,26,WR,16,3,2,66.7%,11,5.5,0,3.7,0.1,0.7,BoykMi00,23.0,364.0,571.0,3411.0,12.0,2022
80,80,481,CodyWhite,PIT,24,WR,1,1,1,100.0%,2,2.0,0,2.0,1.0,2.0,WhitCo05,23.0,364.0,571.0,3411.0,12.0,2022
81,81,17,ChristianKirk,JAX,26,WR,17,133,84,63.2%,1108,13.2,8,8.3,4.9,65.2,KirkCh01,9.0,394.0,596.0,3959.0,25.0,2022
82,82,20,ZayJones,JAX,27,WR,16,121,82,67.8%,823,10.0,5,6.8,5.1,51.4,JoneZa00,9.0,394.0,596.0,3959.0,25.0,2022
83,83,89,MarvinJones,JAX,32,WR,16,81,46,56.8%,529,11.5,3,6.5,2.9,33.1,JoneMa02,9.0,394.0,596.0,3959.0,25.0,2022
84,84,181,JamalAgnew,JAX,27,WR,15,30,23,76.7%,187,8.1,3,6.2,1.5,12.5,AgneJa00,9.0,394.0,596.0,3959.0,25.0,2022
85,85,391,TimJones,JAX,24,WR,17,4,3,75.0%,30,10.0,0,7.5,0.2,1.8,JoneTi00,9.0,394.0,596.0,3959.0,25.0,2022
86,86,19,GarrettWilson,NYJ,22,WR,17,147,83,56.5%,1103,13.3,4,7.5,4.9,64.9,WilsGa00,14.0,357.0,627.0,3723.0,15.0,2022
87,87,119,ElijahMoore,NYJ,22,WR,16,65,37,56.9%,446,12.1,1,6.9,2.3,27.9,MoorEl00,14.0,357.0,627.0,3723.0,15.0,2022
88,88,136,CoreyDavis,NYJ,27,WR,13,64,32,50.0%,536,16.8,2,8.4,2.5,41.2,DaviCo03,14.0,357.0,627.0,3723.0,15.0,2022
89,89,212,BraxtonBerrios,NYJ,27,WR,17,32,18,56.3%,145,8.1,0,4.5,1.1,8.5,BerrBr00,14.0,357.0,627.0,3723.0,15.0,2022
90,90,268,DenzelMims,NYJ,25,WR,10,25,11,44.0%,186,16.9,0,7.4,1.1,18.6,MimsDe00,14.0,357.0,627.0,3723.0,15.0,2022
91,91,314,JeffSmith,NYJ,25,WR,11,11,8,72.7%,134,16.8,0,12.2,0.7,12.2,SmitJe03,14.0,357.0,627.0,3723.0,15.0,2022
92,92,21,BrandonAiyuk,SFO,24,WR,17,114,78,68.4%,1015,13.0,8,8.9,4.6,59.7,AiyuBr00,12.0,338.0,512.0,3856.0,30.0,2022
93,93,66,DeeboSamuel,SFO,26,WR,13,94,56,59.6%,632,11.3,2,6.7,4.3,48.6,SamuDe00,12.0,338.0,512.0,3856.0,30.0,2022
94,94,126,JauanJennings,SFO,25,WR,16,56,35,62.5%,416,11.9,1,7.4,2.2,26.0,JennJa00,12.0,338.0,512.0,3856.0,30.0,2022
95,95,246,RayRayMcCloud,SFO,26,WR,17,25,14,56.0%,243,17.4,1,9.7,0.8,14.3,McClRa00,12.0,338.0,512.0,3856.0,30.0,2022
96,96,460,DannyGray,SFO,23,WR,13,7,1,14.3%,10,10.0,0,1.4,0.1,0.8,GrayDa02,12.0,338.0,512.0,3856.0,30.0,2022
97,97,22,AmariCooper,CLE,28,WR,17,132,78,59.1%,1160,14.9,9,8.8,4.6,68.2,CoopAm00,21.0,335.0,540.0,3444.0,19.0,2022
98,98,49,DonovanPeoplesJones,CLE,23,WR,17,96,61,63.5%,839,13.8,3,8.7,3.6,49.4,PeopDo00,21.0,335.0,540.0,3444.0,19.0,2022
99,99,175,DavidBell,CLE,22,WR,16,35,24,68.6%,214,8.9,0,6.1,1.5,13.4,BellDa02,21.0,335.0,540.0,3444.0,19.0,2022
100,100,360,MichaelWoodsII,CLE,22,WR,10,10,5,50.0%,45,9.0,0,4.5,0.5,4.5,WoodMi00,21.0,335.0,540.0,3444.0,19.0,2022
101,101,373,AnthonySchwartz,CLE,22,WR,11,10,4,40.0%,51,12.8,0,5.1,0.4,4.6,SchwAn00,21.0,335.0,540.0,3444.0,19.0,2022
102,102,401,DaylenBaldwin,CLE,23,WR,1,2,2,100.0%,25,12.5,0,12.5,2.0,25.0,BaldDa01,21.0,335.0,540.0,3444.0,19.0,2022
103,103,23,JuJuSmithSchuster,KAN,26,WR,16,101,78,77.2%,933,12.0,3,9.2,4.9,58.3,SmitJu00,0.0,435.0,651.0,5062.0,41.0,2022
104,104,96,MarquezValdesScantling,KAN,28,WR,17,81,42,51.9%,687,16.4,2,8.5,2.5,40.4,ValdMa00,0.0,435.0,651.0,5062.0,41.0,2022
105,105,169,MecoleHardman,KAN,24,WR,8,34,25,73.5%,297,11.9,4,8.7,3.1,37.1,HardMe00,0.0,435.0,651.0,5062.0,41.0,2022
106,106,185,SkyyMoore,KAN,22,WR,16,33,22,66.7%,250,11.4,0,7.6,1.4,15.6,MoorSk01,0.0,435.0,651.0,5062.0,41.0,2022
107,107,241,JustinWatson,KAN,26,WR,17,34,15,44.1%,315,21.0,2,9.3,0.9,18.5,WatsJu01,0.0,435.0,651.0,5062.0,41.0,2022
108,108,25,TerryMcLaurin,WAS,27,WR,17,120,77,64.2%,1191,15.5,5,9.9,4.5,70.1,McLaTe00,20.0,344.0,554.0,3472.0,24.0,2022
109,109,43,CurtisSamuel,WAS,26,WR,17,92,64,69.6%,656,10.3,4,7.1,3.8,38.6,SamuCu00,20.0,344.0,554.0,3472.0,24.0,2022
110,110,123,JahanDotson,WAS,22,WR,12,61,35,57.4%,523,14.9,7,8.6,2.9,43.6,DotsJa00,20.0,344.0,554.0,3472.0,24.0,2022
111,111,313,CamSims,WAS,26,WR,17,18,8,44.4%,89,11.1,0,4.9,0.5,5.2,SimsCa00,20.0,344.0,554.0,3472.0,24.0,2022
112,112,337,DaxMilne,WAS,23,WR,15,7,6,85.7%,37,6.2,1,5.3,0.4,2.5,MilnDa00,20.0,344.0,554.0,3472.0,24.0,2022
113,113,344,DyamiBrown,WAS,23,WR,15,14,5,35.7%,143,28.6,2,10.2,0.3,9.5,BrowDy00,20.0,344.0,554.0,3472.0,24.0,2022
114,114,26,CooperKupp,LAR,29,WR,9,98,75,76.5%,812,10.8,6,8.3,8.3,90.2,KuppCo00,26.0,347.0,531.0,3108.0,16.0,2022
115,115,109,BenSkowronek,LAR,25,WR,14,61,39,63.9%,376,9.6,0,6.2,2.8,26.9,SkowBe00,26.0,347.0,531.0,3108.0,16.0,2022
116,116,134,AllenRobinson,LAR,29,WR,10,52,33,63.5%,339,10.3,3,6.5,3.3,33.9,RobiAl02,26.0,347.0,531.0,3108.0,16.0,2022
117,117,178,VanJefferson,LAR,26,WR,11,44,24,54.5%,369,15.4,3,8.4,2.2,33.5,JeffVa00,26.0,347.0,531.0,3108.0,16.0,2022
118,118,180,BrandonPowell,LAR,27,WR,17,32,24,75.0%,156,6.5,0,4.9,1.4,9.2,PoweBr00,26.0,347.0,531.0,3108.0,16.0,2022
119,119,211,TutuAtwell,LAR,23,WR,13,35,18,51.4%,298,16.6,1,8.5,1.4,22.9,AtweTu00,26.0,347.0,531.0,3108.0,16.0,2022
120,120,437,AustinTrammell,LAR,24,WR,6,4,2,50.0%,13,6.5,0,3.3,0.3,2.2,TramAu00,26.0,347.0,531.0,3108.0,16.0,2022
121,121,462,JacobHarris,LAR,25,WR,7,1,1,100.0%,6,6.0,0,6.0,0.1,0.9,HarrJa03,26.0,347.0,531.0,3108.0,16.0,2022
122,122,500,LanceMcCutcheon,LAR,23,WR,10,5,0,0.0%,0,,0,0.0,0.0,0.0,McCuLa01,26.0,347.0,531.0,3108.0,16.0,2022
123,123,33,DrakeLondon,ATL,21,WR,17,117,72,61.5%,866,12.0,4,7.4,4.2,50.9,LondDr00,30.0,257.0,415.0,2699.0,17.0,2022
124,124,105,OlamideZaccheaus,ATL,25,WR,17,61,40,65.6%,533,13.3,3,8.7,2.4,31.4,ZaccOl01,30.0,257.0,415.0,2699.0,17.0,2022
125,125,250,DamiereByrd,ATL,29,WR,14,23,13,56.5%,268,20.6,2,11.7,0.9,19.1,ByrdDa00,30.0,257.0,415.0,2699.0,17.0,2022
126,126,253,KhaDarelHodge,ATL,27,WR,17,20,13,65.0%,202,15.5,1,10.1,0.8,11.9,HodgKh00,30.0,257.0,415.0,2699.0,17.0,2022
127,127,383,BryanEdwards,ATL,24,WR,7,5,3,60.0%,15,5.0,0,3.0,0.4,2.1,EdwaBr01,30.0,257.0,415.0,2699.0,17.0,2022
128,128,454,FrankDarby,ATL,25,WR,5,1,1,100.0%,15,15.0,0,15.0,0.2,3.0,DarbFr00,30.0,257.0,415.0,2699.0,17.0,2022
129,129,488,JoshAli,ATL,23,WR,2,1,0,0.0%,0,,0,0.0,0.0,0.0,AlixJo00,30.0,257.0,415.0,2699.0,17.0,2022
130,130,34,ChrisOlave,NOR,22,WR,15,119,72,60.5%,1042,14.5,4,8.8,4.8,69.5,OlavCh00,15.0,338.0,512.0,3692.0,24.0,2022
131,131,155,RashidShaheed,NOR,24,WR,12,34,28,82.4%,488,17.4,2,14.4,2.3,40.7,ShahRa00,15.0,338.0,512.0,3692.0,24.0,2022
132,132,170,JarvisLandry,NOR,30,WR,9,39,25,64.1%,272,10.9,1,7.0,2.8,30.2,LandJa00,15.0,338.0,512.0,3692.0,24.0,2022
133,133,209,TreQuanSmith,NOR,26,WR,15,27,19,70.4%,278,14.6,1,10.3,1.3,18.5,SmitTr03,15.0,338.0,512.0,3692.0,24.0,2022
134,134,223,MarquezCallaway,NOR,24,WR,14,32,16,50.0%,158,9.9,1,4.9,1.1,11.3,CallMa01,15.0,338.0,512.0,3692.0,24.0,2022
135,135,229,MichaelThomas,NOR,29,WR,3,22,16,72.7%,171,10.7,3,7.8,5.3,57.0,ThomMi05,15.0,338.0,512.0,3692.0,24.0,2022
136,136,416,DeonteHarty,NOR,25,WR,4,2,2,100.0%,13,6.5,0,6.5,0.5,3.3,HarrDe07,15.0,338.0,512.0,3692.0,24.0,2022
137,137,423,KeithKirkwood,NOR,28,WR,5,4,2,50.0%,18,9.0,0,4.5,0.4,3.6,KirkKe00,15.0,338.0,512.0,3692.0,24.0,2022
138,138,443,KevinWhite,NOR,30,WR,7,5,2,40.0%,74,37.0,0,14.8,0.3,10.6,WhitKe00,15.0,338.0,512.0,3692.0,24.0,2022
139,139,35,JoshPalmer,LAC,24,WR,16,107,72,67.3%,769,10.7,3,7.2,4.5,48.1,PalmJo00,2.0,485.0,711.0,4584.0,26.0,2022
140,140,41,KeenanAllen,LAC,30,WR,10,89,66,74.2%,752,11.4,4,8.4,6.6,75.2,AlleKe00,2.0,485.0,711.0,4584.0,26.0,2022
141,141,48,MikeWilliams,LAC,28,WR,13,93,63,67.7%,895,14.2,4,9.6,4.8,68.8,WillMi07,2.0,485.0,711.0,4584.0,26.0,2022
142,142,85,DeAndreCarter,LAC,29,WR,17,65,46,70.8%,538,11.7,3,8.3,2.7,31.6,CartDe02,2.0,485.0,711.0,4584.0,26.0,2022
143,143,276,MichaelBandy,LAC,25,WR,10,21,10,47.6%,89,8.9,0,4.2,1.0,8.9,BandMi00,2.0,485.0,711.0,4584.0,26.0,2022
144,144,415,JalenGuyton,LAC,25,WR,3,4,2,50.0%,64,32.0,0,16.0,0.7,21.3,GuytJa01,2.0,485.0,711.0,4584.0,26.0,2022
145,145,469,JasonMoore,LAC,27,WR,6,2,1,50.0%,5,5.0,0,2.5,0.2,0.8,MoorJa02,2.0,485.0,711.0,4584.0,26.0,2022
146,146,38,MarquiseBrown,ARI,25,WR,12,107,67,62.6%,709,10.6,3,6.6,5.6,59.1,BrowMa04,17.0,433.0,664.0,3626.0,17.0,2022
147,147,42,DeAndreHopkins,ARI,30,WR,9,96,64,66.7%,717,11.2,3,7.5,7.1,79.7,HopkDe00,17.0,433.0,664.0,3626.0,17.0,2022
148,148,71,GregDortch,ARI,24,WR,16,64,52,81.3%,467,9.0,2,7.3,3.3,29.2,DortGr01,17.0,433.0,664.0,3626.0,17.0,2022
149,149,101,RondaleMoore,ARI,22,WR,8,56,41,73.2%,414,10.1,1,7.4,5.1,51.8,MoorRo02,17.0,433.0,664.0,3626.0,17.0,2022
150,150,176,AJGreen,ARI,34,WR,15,47,24,51.1%,236,9.8,2,5.0,1.6,15.7,GreeA.00,17.0,433.0,664.0,3626.0,17.0,2022
151,151,315,AndreBaccellia,ARI,25,WR,8,10,7,70.0%,45,6.4,0,4.5,0.9,5.6,BaccAn00,17.0,433.0,664.0,3626.0,17.0,2022
152,152,410,PharohCooper,ARI,27,WR,5,2,2,100.0%,6,3.0,0,3.0,0.4,1.2,CoopPh00,17.0,433.0,664.0,3626.0,17.0,2022
153,153,39,JerryJeudy,DEN,23,WR,15,100,67,67.0%,972,14.5,6,9.7,4.5,64.8,JeudJe00,18.0,345.0,571.0,3592.0,18.0,2022
154,154,44,CourtlandSutton,DEN,27,WR,15,109,64,58.7%,829,13.0,2,7.6,4.3,55.3,SuttCo00,18.0,345.0,571.0,3592.0,18.0,2022
155,155,177,KendallHinton,DEN,25,WR,12,33,24,72.7%,311,13.0,0,9.4,2.0,25.9,HintKe00,18.0,345.0,571.0,3592.0,18.0,2022
156,156,318,KJHamler,DEN,23,WR,7,14,7,50.0%,165,23.6,0,11.8,1.0,23.6,HamlKJ00,18.0,345.0,571.0,3592.0,18.0,2022
157,157,333,BrandonJohnson,DEN,24,WR,7,14,6,42.9%,42,7.0,1,3.0,0.9,6.0,JohnBr23,18.0,345.0,571.0,3592.0,18.0,2022
158,158,377,MontrellWashington,DEN,23,WR,15,9,4,44.4%,2,0.5,0,0.2,0.3,0.1,WashMo00,18.0,345.0,571.0,3592.0,18.0,2022
159,159,409,TyrieCleveland,DEN,25,WR,6,7,2,28.6%,28,14.0,0,4.0,0.3,4.7,ClevTy00,18.0,345.0,571.0,3592.0,18.0,2022
160,160,439,JalenVirgil,DEN,24,WR,9,5,2,40.0%,75,37.5,1,15.0,0.2,8.3,VirgJa00,18.0,345.0,571.0,3592.0,18.0,2022
161,161,40,JakobiMeyers,NWE,26,WR,14,96,67,69.8%,804,12.0,6,8.4,4.8,57.4,MeyeJa01,19.0,358.0,540.0,3536.0,19.0,2022
