,Unnamed: 0,Unnamed: 0.1_x,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Unnamed: 0.1_y,Cmp,Att,P_Yds,P_TD,Year
160,160,58,AlshonJeffery,CHI,25,WR,9,94,54,57.4%,807,14.9,4,8.6,6.0,89.7,JeffAl00,22.0,334.0,523.0,3660.0,21.0,2015
161,161,110,EddieRoyal,CHI,29,WR,9,50,37,74.0%,238,6.4,1,4.8,4.1,26.4,RoyaEd00,22.0,334.0,523.0,3660.0,21.0,2015
162,162,159,MarquessWilson,CHI,23,WR,11,51,28,54.9%,464,16.6,1,9.1,2.5,42.2,WilsMa02,22.0,334.0,523.0,3660.0,21.0,2015
163,163,187,MarcMariani,CHI,28,WR,16,33,22,66.7%,300,13.6,0,9.1,1.4,18.8,MariMa00,22.0,334.0,523.0,3660.0,21.0,2015
164,164,207,JoshBellamy,CHI,26,WR,16,34,19,55.9%,224,11.8,2,6.6,1.2,14.0,BellJo02,22.0,334.0,523.0,3660.0,21.0,2015
165,165,280,CameronMeredith,CHI,23,WR,11,16,11,68.8%,120,10.9,0,7.5,1.0,10.9,MereCa00,22.0,334.0,523.0,3660.0,21.0,2015
166,166,410,DeonteThompson,CHI,26,WR,7,3,2,66.7%,81,40.5,0,27.0,0.3,11.6,ThomDe04,22.0,334.0,523.0,3660.0,21.0,2015
167,167,60,TavonAustin,LAR,25,WR,16,87,52,59.8%,473,9.1,5,5.4,3.3,29.6,AustTa00,31.0,273.0,473.0,2805.0,11.0,2015
168,168,111,KennyBritt,LAR,27,WR,16,72,36,50.0%,681,18.9,3,9.5,2.3,42.6,BritKe00,31.0,273.0,473.0,2805.0,11.0,2015
169,169,259,BradleyMarquez,LAR,23,WR,16,22,13,59.1%,88,6.8,0,4.0,0.8,5.5,MarqBr00,31.0,273.0,473.0,2805.0,11.0,2015
170,170,262,WesWelker,LAR,34,WR,8,22,13,59.1%,102,7.8,0,4.6,1.6,12.8,WelkWe00,31.0,273.0,473.0,2805.0,11.0,2015
171,171,263,StedmanBailey,LAR,25,WR,8,25,12,48.0%,182,15.2,1,7.3,1.5,22.8,BailSt01,31.0,273.0,473.0,2805.0,11.0,2015
172,172,294,BrianQuick,LAR,26,WR,13,32,10,31.3%,102,10.2,0,3.2,0.8,7.8,QuicBr00,31.0,273.0,473.0,2805.0,11.0,2015
173,173,61,ColeBeasley,DAL,26,WR,16,75,52,69.3%,536,10.3,5,7.1,3.3,33.5,BeasCo00,26.0,334.0,528.0,3471.0,16.0,2015
174,174,65,TerranceWilliams,DAL,26,WR,16,93,52,55.9%,840,16.2,3,9.0,3.3,52.5,WillTe01,26.0,334.0,528.0,3471.0,16.0,2015
175,175,141,DezBryant,DAL,27,WR,9,72,31,43.1%,401,12.9,3,5.6,3.4,44.6,BryaDe01,26.0,334.0,528.0,3471.0,16.0,2015
176,176,264,BriceButler,DAL,25,WR,7,26,12,46.2%,258,21.5,0,9.9,1.7,36.9,ButlBr00,26.0,334.0,528.0,3471.0,16.0,2015
177,177,329,DevinStreet,DAL,24,WR,15,13,7,53.8%,114,16.3,1,8.8,0.5,7.6,StreDe00,26.0,334.0,528.0,3471.0,16.0,2015
178,178,351,LuckyWhitehead,DAL,23,WR,15,8,6,75.0%,16,2.7,0,2.0,0.4,1.1,WhitLu00,26.0,334.0,528.0,3471.0,16.0,2015
179,179,476,VinceMayle,DAL,24,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,MaylVi00,26.0,334.0,528.0,3471.0,16.0,2015
180,180,62,StefonDiggs,MIN,22,WR,13,84,52,61.9%,720,13.8,4,8.6,4.0,55.4,DiggSt00,30.0,294.0,454.0,2928.0,14.0,2015
181,181,106,MikeWallace,MIN,29,WR,16,72,39,54.2%,473,12.1,2,6.6,2.4,29.6,WallMi00,30.0,294.0,454.0,2928.0,14.0,2015
182,182,126,JariusWright,MIN,26,WR,16,50,34,68.0%,442,13.0,0,8.8,2.1,27.6,WrigJa02,30.0,294.0,454.0,2928.0,14.0,2015
183,183,272,AdamThielen,MIN,25,WR,16,18,12,66.7%,144,12.0,0,8.0,0.8,9.0,ThieAd00,30.0,294.0,454.0,2928.0,14.0,2015
184,184,303,CharlesJohnson,MIN,26,WR,11,13,9,69.2%,127,14.1,0,9.8,0.8,11.5,JohnCh08,30.0,294.0,454.0,2928.0,14.0,2015
185,185,407,CordarrellePatterson,MIN,24,WR,16,2,2,100.0%,10,5.0,0,5.0,0.1,0.6,PattCo00,30.0,294.0,454.0,2928.0,14.0,2015
186,186,90,TedGinnJr,CAR,30,WR,15,97,44,45.4%,739,16.8,10,7.6,2.9,49.3,GinnTe00,23.0,300.0,501.0,3589.0,35.0,2015
187,187,105,JerrichoCotchery,CAR,33,WR,14,54,39,72.2%,485,12.4,3,9.0,2.8,34.6,CotcJe00,23.0,300.0,501.0,3589.0,35.0,2015
188,188,140,CoreyBrown,CAR,24,WR,14,54,31,57.4%,447,14.4,4,8.3,2.2,31.9,BrowPh00,23.0,300.0,501.0,3589.0,35.0,2015
189,189,144,DevinFunchess,CAR,21,WR,16,63,31,49.2%,473,15.3,5,7.5,1.9,29.6,FuncDe00,23.0,300.0,501.0,3589.0,35.0,2015
190,190,298,BrentonBersin,CAR,25,WR,9,11,9,81.8%,119,13.2,0,10.8,1.0,13.2,BersBr00,23.0,300.0,501.0,3589.0,35.0,2015
191,191,477,KevinNorwood,CAR,26,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,NorwKe00,23.0,300.0,501.0,3589.0,35.0,2015
192,192,112,HarryDouglas,TEN,31,WR,14,72,36,50.0%,411,11.4,2,5.7,2.6,29.4,DougHa00,24.0,342.0,551.0,3503.0,25.0,2015
193,193,117,KendallWright,TEN,26,WR,10,60,36,60.0%,408,11.3,3,6.8,3.6,40.8,WrigKe01,24.0,342.0,551.0,3503.0,25.0,2015
194,194,133,DorialGreenBeckham,TEN,22,WR,16,67,32,47.8%,549,17.2,4,8.2,2.0,34.3,GreeDo00,24.0,342.0,551.0,3503.0,25.0,2015
195,195,145,DexterMcCluster,TEN,26,WR,11,41,31,75.6%,260,8.4,1,6.3,2.8,23.6,McClDe00,24.0,342.0,551.0,3503.0,25.0,2015
196,196,185,JustinHunter,TEN,24,WR,9,31,22,71.0%,264,12.0,1,8.5,2.4,29.3,HuntJu00,24.0,342.0,551.0,3503.0,25.0,2015
197,197,405,TreMcBride,TEN,23,WR,7,4,2,50.0%,8,4.0,1,2.0,0.3,1.1,McBrTr00,24.0,342.0,551.0,3503.0,25.0,2015
198,198,411,AndrewTurzilli,TEN,24,WR,3,2,2,100.0%,25,12.5,0,12.5,0.7,8.3,TurzAn00,24.0,342.0,551.0,3503.0,25.0,2015
199,199,480,RicoRichardson,TEN,24,WR,5,5,0,0.0%,0,,0,0.0,0.0,0.0,RichRi00,24.0,342.0,551.0,3503.0,25.0,2015
200,200,169,LeonardHankerson,3TM,26,WR,10,46,26,56.5%,327,12.6,3,7.1,2.6,32.7,HankLe00,,,,,,2015
