,Unnamed: 0,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year
48,48,ChrisConley,KAN,26,WR,16,52,32,61.5%,334,10.4,5,6.4,2.0,20.9,ConlCh00,385.0,583.0,4955.0,50.0,2018
49,49,DemarcusRobinson,KAN,24,WR,16,33,22,66.7%,288,13.1,4,8.7,1.4,18.0,RobiDe01,385.0,583.0,4955.0,50.0,2018
50,50,GehrigDieter,KAN,25,WR,4,3,1,33.3%,22,22.0,0,7.3,0.3,5.5,DietGe00,385.0,583.0,4955.0,50.0,2018
51,51,MarcusKemp,KAN,23,WR,16,2,1,50.0%,7,7.0,0,3.5,0.1,0.4,KempMa00,385.0,583.0,4955.0,50.0,2018
52,52,MikeEvans,TAM,25,WR,16,138,86,62.3%,1524,17.7,8,11.0,5.4,95.3,EvanMi00,408.0,625.0,5125.0,36.0,2018
53,53,AdamHumphries,TAM,25,WR,16,105,76,72.4%,816,10.7,5,7.8,4.8,51.0,HumpAd00,408.0,625.0,5125.0,36.0,2018
54,54,ChrisGodwin,TAM,22,WR,16,95,59,62.1%,842,14.3,7,8.9,3.7,52.6,GodwCh00,408.0,625.0,5125.0,36.0,2018
55,55,DeSeanJackson,TAM,32,WR,12,74,41,55.4%,774,18.9,4,10.5,3.4,64.5,JackDe00,408.0,625.0,5125.0,36.0,2018
56,56,BoboWilson,TAM,23,WR,5,5,4,80.0%,52,13.0,0,10.4,0.8,10.4,WilsJe00,408.0,625.0,5125.0,36.0,2018
57,57,JustinWatson,TAM,22,WR,12,3,1,33.3%,5,5.0,0,1.7,0.1,0.4,WatsJu01,408.0,625.0,5125.0,36.0,2018
58,58,FreddieMartino,TAM,27,WR,4,1,0,0.0%,0,,0,0.0,0.0,0.0,MartFr00,408.0,625.0,5125.0,36.0,2018
59,59,RobertWoods,LAR,26,WR,16,130,86,66.2%,1219,14.2,6,9.4,5.4,76.2,WoodRo02,368.0,568.0,4507.0,32.0,2018
60,60,BrandinCooks,LAR,25,WR,16,117,80,68.4%,1204,15.1,5,10.3,5.0,75.3,CookBr00,368.0,568.0,4507.0,32.0,2018
61,61,CooperKupp,LAR,25,WR,8,55,40,72.7%,566,14.2,6,10.3,5.0,70.8,KuppCo00,368.0,568.0,4507.0,32.0,2018
62,62,JoshReynolds,LAR,23,WR,16,53,29,54.7%,402,13.9,5,7.6,1.8,25.1,ReynJo00,368.0,568.0,4507.0,32.0,2018
63,63,KhaDarelHodge,LAR,23,WR,14,3,2,66.7%,17,8.5,0,5.7,0.1,1.2,HodgKh00,368.0,568.0,4507.0,32.0,2018
64,64,JarvisLandry,CLE,26,WR,16,149,81,54.4%,976,12.0,4,6.6,5.1,61.0,LandJa00,353.0,574.0,4007.0,29.0,2018
65,65,AntonioCallaway,CLE,21,WR,16,79,43,54.4%,586,13.6,5,7.4,2.7,36.6,CallAn00,353.0,574.0,4007.0,29.0,2018
66,66,RashardHiggins,CLE,24,WR,13,53,39,73.6%,572,14.7,4,10.8,3.0,44.0,HiggRa00,353.0,574.0,4007.0,29.0,2018
67,67,BreshadPerriman,CLE,25,WR,10,25,16,64.0%,340,21.3,2,13.6,1.6,34.0,PerrBr02,353.0,574.0,4007.0,29.0,2018
68,68,DamionRatley,CLE,23,WR,13,20,13,65.0%,144,11.1,0,7.2,1.0,11.1,RatlDa00,353.0,574.0,4007.0,29.0,2018
69,69,DerrickWillies,CLE,24,WR,5,5,3,60.0%,61,20.3,0,12.2,0.6,12.2,WillDe06,353.0,574.0,4007.0,29.0,2018
70,70,OdellBeckhamJr,NYG,26,WR,12,124,77,62.1%,1052,13.7,6,8.5,6.4,87.7,BeckOd00,382.0,583.0,4047.0,23.0,2018
71,71,SterlingShepard,NYG,25,WR,16,107,66,61.7%,872,13.2,4,8.1,4.1,54.5,ShepSt00,382.0,583.0,4047.0,23.0,2018
72,72,BennieFowler,NYG,27,WR,10,27,16,59.3%,199,12.4,1,7.4,1.6,19.9,FowlBe00,382.0,583.0,4047.0,23.0,2018
73,73,CodyLatimer,NYG,26,WR,6,16,11,68.8%,190,17.3,1,11.9,1.8,31.7,LatiCo00,382.0,583.0,4047.0,23.0,2018
74,74,RussellShepard,NYG,28,WR,12,19,10,52.6%,188,18.8,2,9.9,0.8,15.7,ShepRu00,382.0,583.0,4047.0,23.0,2018
75,75,CoreyColeman,NYG,24,WR,8,8,5,62.5%,71,14.2,0,8.9,0.6,8.9,ColeCo00,382.0,583.0,4047.0,23.0,2018
76,76,JawillDavis,NYG,23,WR,7,8,4,50.0%,40,10.0,0,5.0,0.6,5.7,DaviJa07,382.0,583.0,4047.0,23.0,2018
77,77,TylerBoyd,CIN,24,WR,14,108,76,70.4%,1028,13.5,7,9.5,5.4,73.4,BoydTy00,331.0,542.0,3290.0,27.0,2018
78,78,AJGreen,CIN,30,WR,9,77,46,59.7%,694,15.1,6,9.0,5.1,77.1,GreeA.00,331.0,542.0,3290.0,27.0,2018
79,79,JohnRoss,CIN,23,WR,13,58,21,36.2%,210,10.0,7,3.6,1.6,16.2,RossJo00,331.0,542.0,3290.0,27.0,2018
80,80,AlexErickson,CIN,26,WR,16,29,20,69.0%,167,8.4,0,5.8,1.3,10.4,EricAl01,331.0,542.0,3290.0,27.0,2018
81,81,CodyCore,CIN,24,WR,14,28,13,46.4%,160,12.3,1,5.7,0.9,11.4,CoreCo00,331.0,542.0,3290.0,27.0,2018
82,82,AudenTate,CIN,21,WR,7,12,4,33.3%,35,8.8,0,2.9,0.6,5.0,TateAu00,331.0,542.0,3290.0,27.0,2018
83,83,JoshMalone,CIN,22,WR,9,5,1,20.0%,12,12.0,0,2.4,0.1,1.3,MaloJo00,331.0,542.0,3290.0,27.0,2018
84,84,TYHilton,IND,29,WR,14,120,76,63.3%,1270,16.7,6,10.6,5.4,90.7,HiltT.00,432.0,644.0,4461.0,39.0,2018
85,85,ChesterRogers,IND,24,WR,16,72,53,73.6%,485,9.2,2,6.7,3.3,30.3,RogeCh02,432.0,644.0,4461.0,39.0,2018
86,86,RyanGrant,IND,28,WR,14,52,35,67.3%,334,9.5,1,6.4,2.5,23.9,GranRy01,432.0,644.0,4461.0,39.0,2018
87,87,DontrelleInman,IND,29,WR,9,39,28,71.8%,304,10.9,3,7.8,3.1,33.8,InmaDo00,432.0,644.0,4461.0,39.0,2018
88,88,ZachPascal,IND,24,WR,16,46,27,58.7%,268,9.9,2,5.8,1.7,16.8,PascZa00,432.0,644.0,4461.0,39.0,2018
89,89,MarcusJohnson,IND,24,WR,5,8,6,75.0%,102,17.0,1,12.8,1.2,20.4,JohnMa07,432.0,644.0,4461.0,39.0,2018
90,108,JulianEdelman,NWE,32,WR,12,108,74,68.5%,850,11.5,6,7.9,6.2,70.8,EdelJu00,378.0,574.0,4258.0,29.0,2018
91,109,ChrisHogan,NWE,31,WR,16,55,35,63.6%,532,15.2,3,9.7,2.2,33.3,HogaCh00,378.0,574.0,4258.0,29.0,2018
92,110,PhillipDorsett,NWE,25,WR,16,42,32,76.2%,290,9.1,3,6.9,2.0,18.1,DorsPh00,378.0,574.0,4258.0,29.0,2018
93,111,CordarrellePatterson,NWE,27,WR,15,28,21,75.0%,247,11.8,3,8.8,1.4,16.5,PattCo00,378.0,574.0,4258.0,29.0,2018
94,112,RileyMcCarron,NWE,25,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,McCaRi00,378.0,574.0,4258.0,29.0,2018
95,113,EmmanuelSanders,DEN,31,WR,12,98,71,72.4%,868,12.2,4,8.9,5.9,72.3,SandEm00,367.0,588.0,3695.0,19.0,2018
96,114,CourtlandSutton,DEN,23,WR,16,84,42,50.0%,704,16.8,4,8.4,2.6,44.0,SuttCo00,367.0,588.0,3695.0,19.0,2018
97,115,DaeSeanHamilton,DEN,23,WR,14,45,30,66.7%,243,8.1,2,5.4,2.1,17.4,HamiDa01,367.0,588.0,3695.0,19.0,2018
98,116,TimPatrick,DEN,25,WR,16,41,23,56.1%,315,13.7,1,7.7,1.4,19.7,PatrTi00,367.0,588.0,3695.0,19.0,2018
99,117,RiverCracraft,DEN,24,WR,8,2,1,50.0%,44,44.0,0,22.0,0.1,5.5,CracRi00,367.0,588.0,3695.0,19.0,2018
100,118,KennyGolladay,DET,25,WR,15,119,70,58.8%,1063,15.2,5,8.9,4.7,70.9,GollKe00,375.0,574.0,3576.0,22.0,2018
101,119,MarvinJones,DET,28,WR,9,62,35,56.5%,508,14.5,5,8.2,3.9,56.4,JoneMa02,375.0,574.0,3576.0,22.0,2018
102,120,TJJones,DET,26,WR,15,26,19,73.1%,190,10.0,2,7.3,1.3,12.7,JoneT.00,375.0,574.0,3576.0,22.0,2018
103,121,AndyJones,DET,24,WR,8,24,11,45.8%,80,7.3,1,3.3,1.4,10.0,JoneAn01,375.0,574.0,3576.0,22.0,2018
104,122,BrandonPowell,DET,23,WR,6,17,11,64.7%,129,11.7,0,7.6,1.8,21.5,PoweBr00,375.0,574.0,3576.0,22.0,2018
105,123,ChrisLacy,DET,22,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,LacyCh00,375.0,574.0,3576.0,22.0,2018
106,124,LarryFitzgerald,ARI,35,WR,16,112,69,61.6%,734,10.6,6,6.6,4.3,45.9,FitzLa00,283.0,495.0,2523.0,15.0,2018
107,125,ChristianKirk,ARI,22,WR,12,68,43,63.2%,590,13.7,3,8.7,3.6,49.2,KirkCh01,283.0,495.0,2523.0,15.0,2018
108,126,TrentSherfield,ARI,22,WR,13,28,19,67.9%,210,11.1,1,7.5,1.5,16.2,SherTr00,283.0,495.0,2523.0,15.0,2018
109,127,ChadWilliams,ARI,24,WR,10,46,17,37.0%,171,10.1,1,3.7,1.7,17.1,WillCh05,283.0,495.0,2523.0,15.0,2018
110,128,JJNelson,ARI,26,WR,14,19,7,36.8%,64,9.1,0,3.4,0.5,4.6,NelsJJ00,283.0,495.0,2523.0,15.0,2018
111,129,JalenTolliver,ARI,23,WR,3,6,3,50.0%,37,12.3,0,6.2,1.0,12.3,TollJa00,283.0,495.0,2523.0,15.0,2018
112,130,TaylorGabriel,CHI,27,WR,16,93,67,72.0%,688,10.3,2,7.4,4.2,43.0,GabrTa00,344.0,512.0,3564.0,28.0,2018
113,131,AllenRobinson,CHI,25,WR,13,94,55,58.5%,754,13.7,4,8.0,4.2,58.0,RobiAl02,344.0,512.0,3564.0,28.0,2018
114,132,AnthonyMiller,CHI,24,WR,15,54,33,61.1%,423,12.8,7,7.8,2.2,28.2,MillAn02,344.0,512.0,3564.0,28.0,2018
115,133,JoshBellamy,CHI,29,WR,16,25,14,56.0%,117,8.4,1,4.7,0.9,7.3,BellJo02,344.0,512.0,3564.0,28.0,2018
116,134,KevinWhite,CHI,26,WR,9,8,4,50.0%,92,23.0,0,11.5,0.4,10.2,WhitKe00,344.0,512.0,3564.0,28.0,2018
117,135,JavonWims,CHI,24,WR,4,5,4,80.0%,32,8.0,0,6.4,1.0,8.0,WimsJa00,344.0,512.0,3564.0,28.0,2018
118,136,DedeWestbrook,JAX,25,WR,16,101,66,65.3%,717,10.9,5,7.1,4.1,44.8,WestDe00,329.0,536.0,3109.0,15.0,2018
119,137,DonteMoncrief,JAX,25,WR,16,89,48,53.9%,668,13.9,3,7.5,3.0,41.8,MoncDo00,329.0,536.0,3109.0,15.0,2018
120,138,KeelanCole,JAX,25,WR,16,70,38,54.3%,491,12.9,1,7.0,2.4,30.7,ColeKe00,329.0,536.0,3109.0,15.0,2018
121,139,DJChark,JAX,22,WR,11,32,14,43.8%,174,12.4,0,5.4,1.3,15.8,CharDJ00,329.0,536.0,3109.0,15.0,2018
122,140,NilesPaul,JAX,29,WR,6,13,10,76.9%,98,9.8,0,7.5,1.7,16.3,PaulNi00,329.0,536.0,3109.0,15.0,2018
123,141,RashadGreene,JAX,26,WR,8,8,6,75.0%,60,10.0,0,7.5,0.8,7.5,GreeRa00,329.0,536.0,3109.0,15.0,2018
124,142,ColeBeasley,DAL,29,WR,16,87,65,74.7%,672,10.3,3,7.7,4.1,42.0,BeasCo00,356.0,527.0,3538.0,22.0,2018
125,143,MichaelGallup,DAL,22,WR,16,68,33,48.5%,507,15.4,2,7.5,2.1,31.7,GallMi00,356.0,527.0,3538.0,22.0,2018
126,144,AllenHurns,DAL,27,WR,16,35,20,57.1%,295,14.8,2,8.4,1.3,18.4,HurnAl01,356.0,527.0,3538.0,22.0,2018
127,145,TavonAustin,DAL,28,WR,7,13,8,61.5%,140,17.5,2,10.8,1.1,20.0,AustTa00,356.0,527.0,3538.0,22.0,2018
128,146,NoahBrown,DAL,22,WR,8,8,5,62.5%,54,10.8,0,6.8,0.6,6.8,BrowNo00,356.0,527.0,3538.0,22.0,2018
129,147,TerranceWilliams,DAL,29,WR,3,3,2,66.7%,18,9.0,0,6.0,0.7,6.0,WillTe01,356.0,527.0,3538.0,22.0,2018
130,148,CoreyDavis,TEN,23,WR,16,112,65,58.0%,891,13.7,4,8.0,4.1,55.7,DaviCo03,293.0,437.0,2975.0,16.0,2018
131,149,TaywanTaylor,TEN,23,WR,13,56,37,66.1%,466,12.6,1,8.3,2.8,35.8,TaylTa00,293.0,437.0,2975.0,16.0,2018
132,150,TajaeSharpe,TEN,24,WR,16,47,26,55.3%,316,12.2,2,6.7,1.6,19.8,SharTa00,293.0,437.0,2975.0,16.0,2018
133,151,DariusJennings,TEN,26,WR,16,15,11,73.3%,101,9.2,0,6.7,0.7,6.3,JennDa00,293.0,437.0,2975.0,16.0,2018
134,152,CameronBatson,TEN,23,WR,11,11,8,72.7%,82,10.3,0,7.5,0.7,7.5,BatsCa00,293.0,437.0,2975.0,16.0,2018
135,153,DelanieWalker,TEN,34,WR,1,7,4,57.1%,52,13.0,0,7.4,4.0,52.0,WalkHu00,293.0,437.0,2975.0,16.0,2018
136,154,AlshonJeffery,PHI,28,WR,13,92,65,70.7%,843,13.0,6,9.2,5.0,64.8,JeffAl00,422.0,599.0,4275.0,29.0,2018
137,155,NelsonAgholor,PHI,25,WR,16,97,64,66.0%,736,11.5,4,7.6,4.0,46.0,AghoNe00,422.0,599.0,4275.0,29.0,2018
138,156,JordanMatthews,PHI,26,WR,14,28,20,71.4%,300,15.0,2,10.7,1.4,21.4,MattJo00,422.0,599.0,4275.0,29.0,2018
139,157,KamarAiken,PHI,29,WR,5,7,6,85.7%,53,8.8,0,7.6,1.2,10.6,AikeKa00,422.0,599.0,4275.0,29.0,2018
140,158,SheltonGibson,PHI,24,WR,15,3,1,33.3%,48,48.0,0,16.0,0.1,3.2,GibsSh00,422.0,599.0,4275.0,29.0,2018
141,159,MikeWallace,PHI,32,WR,2,3,0,0.0%,0,,0,0.0,0.0,0.0,WallMi00,422.0,599.0,4275.0,29.0,2018
142,160,JordyNelson,LVR,33,WR,15,88,63,71.6%,739,11.7,3,8.4,4.2,49.3,NelsJo00,382.0,556.0,3751.0,19.0,2018
143,161,SethRoberts,LVR,27,WR,15,64,45,70.3%,494,11.0,2,7.7,3.0,32.9,RobeSe00,382.0,556.0,3751.0,19.0,2018
144,162,MartavisBryant,LVR,27,WR,8,27,19,70.4%,266,14.0,0,9.9,2.4,33.3,BryaMa00,382.0,556.0,3751.0,19.0,2018
145,163,MarcellAteman,LVR,24,WR,7,31,15,48.4%,154,10.3,1,5.0,2.1,22.0,AtemMa00,382.0,556.0,3751.0,19.0,2018
146,164,BrandonLaFell,LVR,32,WR,6,16,12,75.0%,135,11.3,2,8.4,2.0,22.5,LaFeBr00,382.0,556.0,3751.0,19.0,2018
147,165,DwayneHarris,LVR,31,WR,15,6,6,100.0%,40,6.7,0,6.7,0.4,2.7,HarrDw00,382.0,556.0,3751.0,19.0,2018
148,166,DarrenWaller,LVR,26,WR,4,6,6,100.0%,75,12.5,0,12.5,1.5,18.8,WallDa01,382.0,556.0,3751.0,19.0,2018
149,167,KeonHatcher,LVR,24,WR,3,2,1,50.0%,8,8.0,0,4.0,0.3,2.7,HatcKe00,382.0,556.0,3751.0,19.0,2018
150,168,JohnnyHolton,LVR,28,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,HoltJo00,382.0,556.0,3751.0,19.0,2018
151,169,WillieSnead,BAL,26,WR,16,95,62,65.3%,651,10.5,1,6.9,3.9,40.7,SneaWi00,334.0,556.0,3558.0,18.0,2018
152,170,MichaelCrabtree,BAL,31,WR,16,100,54,54.0%,607,11.2,3,6.1,3.4,37.9,CrabMi00,334.0,556.0,3558.0,18.0,2018
153,171,JohnBrown,BAL,28,WR,16,97,42,43.3%,715,17.0,5,7.4,2.6,44.7,BrowJo02,334.0,556.0,3558.0,18.0,2018
154,172,ChrisMoore,BAL,25,WR,16,25,19,76.0%,196,10.3,1,7.8,1.2,12.3,MoorCh00,334.0,556.0,3558.0,18.0,2018
155,173,TimWhite,BAL,24,WR,3,1,1,100.0%,14,14.0,0,14.0,0.3,4.7,WhitTi00,334.0,556.0,3558.0,18.0,2018
156,174,DannyAmendola,MIA,33,WR,15,79,59,74.7%,575,9.7,1,7.3,3.9,38.3,AmenDa00,292.0,455.0,2900.0,26.0,2018
157,175,KennyStills,MIA,26,WR,15,64,37,57.8%,553,14.9,6,8.6,2.5,36.9,StilKe00,292.0,455.0,2900.0,26.0,2018
158,176,AlbertWilson,MIA,26,WR,7,35,26,74.3%,391,15.0,4,11.2,3.7,55.9,WilsAl02,292.0,455.0,2900.0,26.0,2018
159,177,DeVanteParker,MIA,25,WR,11,47,24,51.1%,309,12.9,1,6.6,2.2,28.1,ParkDe01,292.0,455.0,2900.0,26.0,2018
160,178,JakeemGrant,MIA,26,WR,10,34,21,61.8%,268,12.8,2,7.9,2.1,26.8,GranJa00,292.0,455.0,2900.0,26.0,2018
161,179,LeonteCarroo,MIA,24,WR,9,4,2,50.0%,94,47.0,1,23.5,0.2,10.4,CarrLe00,292.0,455.0,2900.0,26.0,2018
162,180,IsaiahFord,MIA,22,WR,1,1,0,0.0%,0,,0,0.0,0.0,0.0,FordIs00,292.0,455.0,2900.0,26.0,2018
163,181,TylerLockett,SEA,26,WR,16,70,57,81.4%,965,16.9,10,13.8,3.6,60.3,LockTy00,280.0,427.0,3093.0,35.0,2018
164,182,DougBaldwin,SEA,30,WR,13,73,50,68.5%,618,12.4,5,8.5,3.8,47.5,BaldDo00,280.0,427.0,3093.0,35.0,2018
165,183,MikeDavis,SEA,25,WR,15,42,34,81.0%,214,6.3,1,5.1,2.3,14.3,DaviMi01,280.0,427.0,3093.0,35.0,2018
166,184,DavidMoore,SEA,23,WR,16,53,26,49.1%,445,17.1,5,8.4,1.6,27.8,MoorDa03,280.0,427.0,3093.0,35.0,2018
167,185,JaronBrown,SEA,28,WR,16,19,14,73.7%,166,11.9,5,8.7,0.9,10.4,BrowJa03,280.0,427.0,3093.0,35.0,2018
168,186,BrandonMarshall,SEA,34,WR,7,23,11,47.8%,136,12.4,1,5.9,1.6,19.4,MarsBr00,280.0,427.0,3093.0,35.0,2018
169,187,MalikTurner,SEA,22,WR,6,3,2,66.7%,20,10.0,0,6.7,0.3,3.3,TurnMa00,280.0,427.0,3093.0,35.0,2018
170,188,JDMcKissic,SEA,25,WR,5,1,0,0.0%,0,,0,0.0,0.0,0.0,McKiJ.00,280.0,427.0,3093.0,35.0,2018
171,189,ZayJones,BUF,23,WR,16,102,56,54.9%,652,11.6,7,6.4,3.5,40.8,JoneZa00,271.0,499.0,2794.0,13.0,2018
172,190,RobertFoster,BUF,24,WR,13,44,27,61.4%,541,20.0,3,12.3,2.1,41.6,FostRo01,271.0,499.0,2794.0,13.0,2018
173,191,RayRayMcCloud,BUF,22,WR,10,6,5,83.3%,36,7.2,0,6.0,0.5,3.6,McClRa00,271.0,499.0,2794.0,13.0,2018
174,192,JeremyKerley,BUF,30,WR,1,4,2,50.0%,7,3.5,0,1.8,2.0,7.0,KerlJe00,271.0,499.0,2794.0,13.0,2018
