,Unnamed: 0,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year
12,12,AndrePatton,LAC,25,WR,13,17,6,35.3%,56,9.3,0,3.3,0.5,4.3,PattAn00,394.0,597.0,4426.0,24.0,2019
13,13,GeremyDavis,LAC,27,WR,7,3,3,100.0%,38,12.7,0,12.7,0.4,5.4,DaviGe00,394.0,597.0,4426.0,24.0,2019
14,14,JasonMoore,LAC,24,WR,10,5,2,40.0%,43,21.5,0,8.6,0.2,4.3,MoorJa02,394.0,597.0,4426.0,24.0,2019
15,15,JalenGuyton,LAC,22,WR,3,2,0,0.0%,0,,0,0.0,0.0,0.0,GuytJa01,394.0,597.0,4426.0,24.0,2019
16,16,DeAndreHopkins,HOU,27,WR,15,150,104,69.3%,1165,11.2,7,7.8,6.9,77.7,HopkDe00,355.0,534.0,3783.0,27.0,2019
17,17,WillFuller,HOU,25,WR,11,71,49,69.0%,670,13.7,3,9.4,4.5,60.9,FullWi01,355.0,534.0,3783.0,27.0,2019
18,18,KennyStills,HOU,27,WR,13,55,40,72.7%,561,14.0,4,10.2,3.1,43.2,StilKe00,355.0,534.0,3783.0,27.0,2019
19,19,KekeCoutee,HOU,22,WR,9,36,22,61.1%,254,11.5,0,7.1,2.4,28.2,CoutKe00,355.0,534.0,3783.0,27.0,2019
20,20,DeAndreCarter,HOU,26,WR,16,14,11,78.6%,162,14.7,0,11.6,0.7,10.1,CartDe02,355.0,534.0,3783.0,27.0,2019
21,21,StevenMitchell,HOU,25,WR,3,6,2,33.3%,37,18.5,0,6.2,0.7,12.3,MitcSt02,355.0,534.0,3783.0,27.0,2019
22,22,JulianEdelman,NWE,33,WR,16,153,100,65.4%,1117,11.2,6,7.3,6.3,69.8,EdelJu00,378.0,620.0,3961.0,25.0,2019
23,23,PhillipDorsett,NWE,26,WR,14,54,29,53.7%,397,13.7,5,7.4,2.1,28.4,DorsPh00,378.0,620.0,3961.0,25.0,2019
24,24,JakobiMeyers,NWE,23,WR,15,41,26,63.4%,359,13.8,0,8.8,1.7,23.9,MeyeJa01,378.0,620.0,3961.0,25.0,2019
25,25,NKealHarry,NWE,22,WR,7,24,12,50.0%,105,8.8,2,4.4,1.7,15.0,HarrNK00,378.0,620.0,3961.0,25.0,2019
26,26,AntonioBrown,NWE,31,WR,1,8,4,50.0%,56,14.0,1,7.0,4.0,56.0,BrowAn04,378.0,620.0,3961.0,25.0,2019
27,27,GunnerOlszewski,NWE,23,WR,8,4,2,50.0%,34,17.0,0,8.5,0.3,4.3,OlszGu00,378.0,620.0,3961.0,25.0,2019
28,28,JulioJones,ATL,30,WR,15,157,99,63.1%,1394,14.1,6,8.9,6.6,92.9,JoneJu02,459.0,684.0,4714.0,29.0,2019
29,29,CalvinRidley,ATL,25,WR,13,93,63,67.7%,866,13.7,7,9.3,4.8,66.6,RidlCa00,459.0,684.0,4714.0,29.0,2019
30,30,RussellGage,ATL,23,WR,16,74,49,66.2%,446,9.1,1,6.0,3.1,27.9,GageRu00,459.0,684.0,4714.0,29.0,2019
31,31,JustinHardy,ATL,28,WR,16,26,19,73.1%,195,10.3,0,7.5,1.2,12.2,HardJu00,459.0,684.0,4714.0,29.0,2019
32,32,ChristianBlake,ATL,23,WR,9,24,11,45.8%,91,8.3,0,3.8,1.2,10.1,BlakCh00,459.0,684.0,4714.0,29.0,2019
33,33,OlamideZaccheaus,ATL,22,WR,10,5,3,60.0%,115,38.3,1,23.0,0.3,11.5,ZaccOl01,459.0,684.0,4714.0,29.0,2019
34,34,AllenRobinson,CHI,26,WR,16,154,98,63.6%,1147,11.7,7,7.4,6.1,71.7,RobiAl02,371.0,580.0,3291.0,20.0,2019
35,35,AnthonyMiller,CHI,25,WR,16,85,52,61.2%,656,12.6,2,7.7,3.3,41.0,MillAn02,371.0,580.0,3291.0,20.0,2019
36,36,TaylorGabriel,CHI,28,WR,9,48,29,60.4%,353,12.2,4,7.4,3.2,39.2,GabrTa00,371.0,580.0,3291.0,20.0,2019
37,37,JavonWims,CHI,25,WR,16,39,18,46.2%,186,10.3,1,4.8,1.1,11.6,WimsJa00,371.0,580.0,3291.0,20.0,2019
38,38,CordarrellePatterson,CHI,28,WR,16,17,11,64.7%,83,7.5,0,4.9,0.7,5.2,PattCo00,371.0,580.0,3291.0,20.0,2019
39,39,JesperHorsted,CHI,22,WR,6,10,8,80.0%,87,10.9,1,8.7,1.3,14.5,HorsJe00,371.0,580.0,3291.0,20.0,2019
40,40,RileyRidley,CHI,23,WR,5,7,6,85.7%,69,11.5,0,9.9,1.2,13.8,RidlRi00,371.0,580.0,3291.0,20.0,2019
41,41,CooperKupp,LAR,26,WR,16,134,94,70.1%,1161,12.4,10,8.7,5.9,72.6,KuppCo00,397.0,632.0,4499.0,22.0,2019
42,42,RobertWoods,LAR,27,WR,15,139,90,64.7%,1134,12.6,2,8.2,6.0,75.6,WoodRo02,397.0,632.0,4499.0,22.0,2019
43,43,BrandinCooks,LAR,26,WR,14,72,42,58.3%,583,13.9,2,8.1,3.0,41.6,CookBr00,397.0,632.0,4499.0,22.0,2019
44,44,JoshReynolds,LAR,24,WR,16,43,21,48.8%,326,15.5,1,7.6,1.3,20.4,ReynJo00,397.0,632.0,4499.0,22.0,2019
45,45,MikeThomas,LAR,25,WR,16,5,2,40.0%,14,7.0,0,2.8,0.1,0.9,ThomMi04,397.0,632.0,4499.0,22.0,2019
46,46,TylerBoyd,CIN,25,WR,16,148,90,60.8%,1046,11.6,5,7.1,5.6,65.4,BoydTy00,356.0,616.0,3652.0,18.0,2019
47,47,AlexErickson,CIN,27,WR,16,78,43,55.1%,529,12.3,0,6.8,2.7,33.1,EricAl01,356.0,616.0,3652.0,18.0,2019
48,48,AudenTate,CIN,22,WR,12,80,40,50.0%,575,14.4,1,7.2,3.3,47.9,TateAu00,356.0,616.0,3652.0,18.0,2019
49,49,JohnRoss,CIN,24,WR,8,56,28,50.0%,506,18.1,3,9.0,3.5,63.3,RossJo00,356.0,616.0,3652.0,18.0,2019
50,50,DamionWillis,CIN,22,WR,10,16,9,56.3%,82,9.1,0,5.1,0.9,8.2,WillDa11,356.0,616.0,3652.0,18.0,2019
51,51,StanleyMorganJr,CIN,23,WR,11,10,3,30.0%,18,6.0,0,1.8,0.3,1.6,MorgSt02,356.0,616.0,3652.0,18.0,2019
52,52,DJMoore,CAR,22,WR,15,135,87,64.4%,1175,13.5,4,8.7,5.8,78.3,MoorD.00,382.0,633.0,3650.0,17.0,2019
53,53,CurtisSamuel,CAR,23,WR,16,105,54,51.4%,627,11.6,6,6.0,3.4,39.2,SamuCu00,382.0,633.0,3650.0,17.0,2019
54,54,JariusWright,CAR,30,WR,16,58,28,48.3%,296,10.6,0,5.1,1.8,18.5,WrigJa02,382.0,633.0,3650.0,17.0,2019
55,55,ChrisHogan,CAR,32,WR,7,15,8,53.3%,67,8.4,0,4.5,1.1,9.6,HogaCh00,382.0,633.0,3650.0,17.0,2019
56,56,BrandonZylstra,CAR,26,WR,8,12,8,66.7%,106,13.3,0,8.8,1.0,13.3,ZylsBr00,382.0,633.0,3650.0,17.0,2019
57,57,DeAndrewWhite,CAR,28,WR,10,9,4,44.4%,51,12.8,0,5.7,0.4,5.1,WhitDe01,382.0,633.0,3650.0,17.0,2019
58,58,ChrisGodwin,TAM,23,WR,14,121,86,71.1%,1333,15.5,9,11.0,6.1,95.2,GodwCh00,382.0,630.0,4845.0,33.0,2019
59,59,MikeEvans,TAM,26,WR,13,118,67,56.8%,1157,17.3,8,9.8,5.2,89.0,EvanMi00,382.0,630.0,4845.0,33.0,2019
60,60,BreshadPerriman,TAM,26,WR,14,69,36,52.2%,645,17.9,6,9.3,2.6,46.1,PerrBr02,382.0,630.0,4845.0,33.0,2019
61,61,JustinWatson,TAM,23,WR,16,26,15,57.7%,159,10.6,2,6.1,0.9,9.9,WatsJu01,382.0,630.0,4845.0,33.0,2019
62,62,ScottMiller,TAM,22,WR,10,26,13,50.0%,200,15.4,1,7.7,1.3,20.0,MillSc01,382.0,630.0,4845.0,33.0,2019
63,63,BoboWilson,TAM,24,WR,6,11,3,27.3%,35,11.7,0,3.2,0.5,5.8,WilsJe00,382.0,630.0,4845.0,33.0,2019
64,64,IshmaelHyman,TAM,24,WR,2,4,2,50.0%,34,17.0,0,8.5,1.0,17.0,HymaIs00,382.0,630.0,4845.0,33.0,2019
65,65,CyrilGrayson,TAM,26,WR,2,1,1,100.0%,3,3.0,0,3.0,0.5,1.5,GrayCy01,382.0,630.0,4845.0,33.0,2019
66,66,DavanteAdams,GNB,27,WR,12,127,83,65.4%,997,12.0,5,7.9,6.9,83.1,AdamDa01,356.0,573.0,3733.0,26.0,2019
67,67,AllenLazard,GNB,24,WR,16,52,35,67.3%,477,13.6,3,9.2,2.2,29.8,LazaAl00,356.0,573.0,3733.0,26.0,2019
68,68,GeronimoAllison,GNB,25,WR,16,55,34,61.8%,287,8.4,2,5.2,2.1,17.9,AlliGe01,356.0,573.0,3733.0,26.0,2019
69,69,MarquezValdesScantling,GNB,25,WR,16,56,26,46.4%,452,17.4,2,8.1,1.6,28.3,ValdMa00,356.0,573.0,3733.0,26.0,2019
70,70,JakeKumerow,GNB,27,WR,14,21,12,57.1%,219,18.3,1,10.4,0.9,15.6,KumeJa00,356.0,573.0,3733.0,26.0,2019
71,71,DarriusShepherd,GNB,24,WR,6,2,1,50.0%,1,1.0,0,0.5,0.2,0.2,ShepDa00,356.0,573.0,3733.0,26.0,2019
72,72,JarvisLandry,CLE,27,WR,16,138,83,60.1%,1174,14.1,6,8.5,5.2,73.4,LandJa00,318.0,539.0,3554.0,22.0,2019
73,73,OdellBeckhamJr,CLE,27,WR,16,133,74,55.6%,1035,14.0,4,7.8,4.6,64.7,BeckOd00,318.0,539.0,3554.0,22.0,2019
74,74,RickySealsJones,CLE,24,WR,14,22,14,63.6%,229,16.4,4,10.4,1.0,16.4,SealRi00,318.0,539.0,3554.0,22.0,2019
75,75,DamionRatley,CLE,24,WR,13,24,12,50.0%,200,16.7,1,8.3,0.9,15.4,RatlDa00,318.0,539.0,3554.0,22.0,2019
76,76,AntonioCallaway,CLE,22,WR,4,15,8,53.3%,89,11.1,0,5.9,2.0,22.3,CallAn00,318.0,539.0,3554.0,22.0,2019
77,77,RashardHiggins,CLE,25,WR,10,11,4,36.4%,55,13.8,1,5.0,0.4,5.5,HiggRa00,318.0,539.0,3554.0,22.0,2019
78,78,KhaDarelHodge,CLE,24,WR,16,10,4,40.0%,76,19.0,0,7.6,0.3,4.8,HodgKh00,318.0,539.0,3554.0,22.0,2019
79,79,TaywanTaylor,CLE,24,WR,3,1,0,0.0%,0,,0,0.0,0.0,0.0,TaylTa00,318.0,539.0,3554.0,22.0,2019
80,80,TylerLockett,SEA,27,WR,16,110,82,74.5%,1057,12.9,8,9.6,5.1,66.1,LockTy00,341.0,517.0,3791.0,31.0,2019
81,81,DKMetcalf,SEA,22,WR,16,100,58,58.0%,900,15.5,7,9.0,3.6,56.3,MetcDK00,341.0,517.0,3791.0,31.0,2019
82,82,DavidMoore,SEA,24,WR,14,34,17,50.0%,301,17.7,2,8.9,1.2,21.5,MoorDa03,341.0,517.0,3791.0,31.0,2019
83,83,JaronBrown,SEA,29,WR,14,28,16,57.1%,220,13.8,2,7.9,1.1,15.7,BrowJa03,341.0,517.0,3791.0,31.0,2019
84,84,MalikTurner,SEA,23,WR,15,22,15,68.2%,245,16.3,1,11.1,1.0,16.3,TurnMa00,341.0,517.0,3791.0,31.0,2019
85,85,JohnUrsua,SEA,25,WR,3,1,1,100.0%,11,11.0,0,11.0,0.3,3.7,UrsuJo00,341.0,517.0,3791.0,31.0,2019
86,86,AmariCooper,DAL,25,WR,16,119,79,66.4%,1189,15.1,8,10.0,4.9,74.3,CoopAm00,388.0,597.0,4751.0,30.0,2019
87,87,MichaelGallup,DAL,23,WR,14,113,66,58.4%,1107,16.8,6,9.8,4.7,79.1,GallMi00,388.0,597.0,4751.0,30.0,2019
88,88,RandallCobb,DAL,29,WR,15,83,55,66.3%,828,15.1,3,10.0,3.7,55.2,CobbRa00,388.0,597.0,4751.0,30.0,2019
89,89,TavonAustin,DAL,29,WR,14,24,13,54.2%,177,13.6,1,7.4,0.9,12.6,AustTa00,388.0,597.0,4751.0,30.0,2019
90,90,DevinSmith,DAL,27,WR,4,9,5,55.6%,113,22.6,1,12.6,1.3,28.3,SmitDe04,388.0,597.0,4751.0,30.0,2019
91,91,CedrickWilsonJr,DAL,24,WR,6,8,5,62.5%,46,9.2,0,5.8,0.8,7.7,WilsCe01,388.0,597.0,4751.0,30.0,2019
92,92,VentellBryant,DAL,23,WR,12,1,1,100.0%,15,15.0,1,15.0,0.1,1.3,BryaVe00,388.0,597.0,4751.0,30.0,2019
93,93,JamisonCrowder,NYJ,26,WR,16,122,78,63.9%,833,10.7,6,6.8,4.9,52.1,CrowJa00,323.0,521.0,3111.0,19.0,2019
94,94,ChosenAnderson,NYJ,26,WR,16,96,52,54.2%,779,15.0,5,8.1,3.3,48.7,AndeRo04,323.0,521.0,3111.0,19.0,2019
95,95,DemaryiusThomas,NYJ,32,WR,11,58,36,62.1%,433,12.0,1,7.5,3.3,39.4,ThomDe03,323.0,521.0,3111.0,19.0,2019
96,96,VyncintSmith,NYJ,23,WR,13,31,17,54.8%,225,13.2,0,7.3,1.3,17.3,SmitVy00,323.0,521.0,3111.0,19.0,2019
97,97,TyMontgomery,NYJ,26,WR,16,17,13,76.5%,90,6.9,0,5.3,0.8,5.6,MontTy01,323.0,521.0,3111.0,19.0,2019
98,98,DanielBrown,NYJ,27,WR,16,11,7,63.6%,72,10.3,1,6.5,0.4,4.5,BrowDa04,323.0,521.0,3111.0,19.0,2019
99,99,BraxtonBerrios,NYJ,24,WR,16,13,6,46.2%,115,19.2,0,8.8,0.4,7.2,BerrBr00,323.0,521.0,3111.0,19.0,2019
100,100,JoshBellamy,NYJ,30,WR,7,3,2,66.7%,20,10.0,0,6.7,0.3,2.9,BellJo02,323.0,521.0,3111.0,19.0,2019
101,101,QuincyEnunwa,NYJ,27,WR,1,3,1,33.3%,-4,-4.0,0,-1.3,1.0,-4.0,EnunQu00,323.0,521.0,3111.0,19.0,2019
102,102,JeffSmith,NYJ,22,WR,1,2,1,50.0%,12,12.0,0,6.0,1.0,12.0,SmitJe03,323.0,521.0,3111.0,19.0,2019
103,103,LarryFitzgerald,ARI,36,WR,16,109,75,68.8%,804,10.7,4,7.4,4.7,50.3,FitzLa00,355.0,554.0,3477.0,20.0,2019
104,104,ChristianKirk,ARI,23,WR,13,108,68,63.0%,709,10.4,3,6.6,5.2,54.5,KirkCh01,355.0,554.0,3477.0,20.0,2019
105,105,DamiereByrd,ARI,26,WR,11,46,32,69.6%,359,11.2,1,7.8,2.9,32.6,ByrdDa00,355.0,554.0,3477.0,20.0,2019
106,106,KeeSeanJohnson,ARI,23,WR,10,42,21,50.0%,187,8.9,1,4.5,2.1,18.7,JohnKe07,355.0,554.0,3477.0,20.0,2019
107,107,AndyIsabella,ARI,23,WR,15,13,9,69.2%,189,21.0,1,14.5,0.6,12.6,IsabAn00,355.0,554.0,3477.0,20.0,2019
108,108,MichaelCrabtree,ARI,32,WR,2,5,4,80.0%,22,5.5,0,4.4,2.0,11.0,CrabMi00,355.0,554.0,3477.0,20.0,2019
109,109,TrentSherfield,ARI,23,WR,16,13,4,30.8%,80,20.0,0,6.2,0.3,5.0,SherTr00,355.0,554.0,3477.0,20.0,2019
110,110,DJChark,JAX,23,WR,15,118,73,61.9%,1008,13.8,8,8.5,4.9,67.2,CharDJ00,364.0,589.0,3760.0,24.0,2019
111,111,DedeWestbrook,JAX,26,WR,15,101,66,65.3%,660,10.0,3,6.5,4.4,44.0,WestDe00,364.0,589.0,3760.0,24.0,2019
112,112,ChrisConley,JAX,27,WR,16,90,47,52.2%,775,16.5,5,8.6,2.9,48.4,ConlCh00,364.0,589.0,3760.0,24.0,2019
113,113,KeelanCole,JAX,26,WR,16,35,24,68.6%,361,15.0,3,10.3,1.5,22.6,ColeKe00,364.0,589.0,3760.0,24.0,2019
114,114,MarqiseLee,JAX,28,WR,6,4,3,75.0%,18,6.0,0,4.5,0.5,3.0,LeexMa00,364.0,589.0,3760.0,24.0,2019
115,115,CJBoard,JAX,26,WR,4,4,2,50.0%,31,15.5,0,7.8,0.5,7.8,BoarC.00,364.0,589.0,3760.0,24.0,2019
116,116,MichaelWalker,JAX,23,WR,7,3,2,66.7%,15,7.5,0,5.0,0.3,2.1,WalkMi00,364.0,589.0,3760.0,24.0,2019
117,117,JohnBrown,BUF,29,WR,15,115,72,62.6%,1060,14.7,6,9.2,4.8,70.7,BrowJo02,299.0,513.0,3229.0,21.0,2019
118,118,ColeBeasley,BUF,30,WR,15,106,67,63.2%,778,11.6,6,7.3,4.5,51.9,BeasCo00,299.0,513.0,3229.0,21.0,2019
119,119,IsaiahMcKenzie,BUF,24,WR,15,39,27,69.2%,254,9.4,1,6.5,1.8,16.9,McKeIs00,299.0,513.0,3229.0,21.0,2019
120,120,DukeWilliams,BUF,27,WR,4,19,12,63.2%,166,13.8,1,8.7,3.0,41.5,WillDu01,299.0,513.0,3229.0,21.0,2019
121,121,LeeSmith,BUF,32,WR,16,5,4,80.0%,31,7.8,1,6.2,0.3,1.9,SmitLe00,299.0,513.0,3229.0,21.0,2019
122,122,RobertFoster,BUF,25,WR,13,18,3,16.7%,64,21.3,0,3.6,0.2,4.9,FostRo01,299.0,513.0,3229.0,21.0,2019
123,123,AndreRoberts,BUF,31,WR,13,7,3,42.9%,20,6.7,0,2.9,0.2,1.5,RobeAn00,299.0,513.0,3229.0,21.0,2019
124,124,DeVanteParker,MIA,26,WR,16,128,72,56.3%,1202,16.7,9,9.4,4.5,75.1,ParkDe01,371.0,615.0,3804.0,22.0,2019
125,125,AlbertWilson,MIA,27,WR,13,62,43,69.4%,351,8.2,1,5.7,3.3,27.0,WilsAl02,371.0,615.0,3804.0,22.0,2019
126,126,AllenHurns,MIA,28,WR,14,47,32,68.1%,416,13.0,2,8.9,2.3,29.7,HurnAl01,371.0,615.0,3804.0,22.0,2019
127,127,PrestonWilliams,MIA,22,WR,8,60,32,53.3%,428,13.4,3,7.1,4.0,53.5,WillPr01,371.0,615.0,3804.0,22.0,2019
128,128,IsaiahFord,MIA,23,WR,8,35,23,65.7%,244,10.6,0,7.0,2.9,30.5,FordIs00,371.0,615.0,3804.0,22.0,2019
129,129,JakeemGrant,MIA,27,WR,10,33,19,57.6%,164,8.6,0,5.0,1.9,16.4,GranJa00,371.0,615.0,3804.0,22.0,2019
130,130,CourtlandSutton,DEN,24,WR,16,124,72,58.1%,1112,15.4,6,9.0,4.5,69.5,SuttCo00,312.0,504.0,3115.0,16.0,2019
131,131,DaeSeanHamilton,DEN,24,WR,16,52,28,53.8%,297,10.6,1,5.7,1.8,18.6,HamiDa01,312.0,504.0,3115.0,16.0,2019
132,132,TimPatrick,DEN,26,WR,8,31,16,51.6%,218,13.6,0,7.0,2.0,27.3,PatrTi00,312.0,504.0,3115.0,16.0,2019
133,133,DiontaeSpencer,DEN,27,WR,16,8,6,75.0%,31,5.2,0,3.9,0.4,1.9,SpenDi00,312.0,504.0,3115.0,16.0,2019
134,134,FredBrown,DEN,26,WR,13,3,2,66.7%,21,10.5,0,7.0,0.2,1.6,BrowFr01,312.0,504.0,3115.0,16.0,2019
135,148,KennyGolladay,DET,26,WR,16,116,65,56.0%,1190,18.3,11,10.3,4.1,74.4,GollKe00,344.0,571.0,3900.0,28.0,2019
136,149,DannyAmendola,DET,34,WR,15,97,62,63.9%,678,10.9,1,7.0,4.1,45.2,AmenDa00,344.0,571.0,3900.0,28.0,2019
137,150,MarvinJones,DET,29,WR,13,91,62,68.1%,779,12.6,9,8.6,4.8,59.9,JoneMa02,344.0,571.0,3900.0,28.0,2019
138,151,JDMcKissic,DET,26,WR,16,42,34,81.0%,233,6.9,1,5.5,2.1,14.6,McKiJ.00,344.0,571.0,3900.0,28.0,2019
139,152,MarvinHall,DET,26,WR,9,11,7,63.6%,261,37.3,1,23.7,0.8,29.0,HallMa02,344.0,571.0,3900.0,28.0,2019
140,153,ChrisLacy,DET,23,WR,7,10,3,30.0%,60,20.0,0,6.0,0.4,8.6,LacyCh00,344.0,571.0,3900.0,28.0,2019
141,154,TravisFulgham,DET,24,WR,3,3,0,0.0%,0,,0,0.0,0.0,0.0,FulgTr00,344.0,571.0,3900.0,28.0,2019
142,155,StefonDiggs,MIN,26,WR,15,94,63,67.0%,1130,17.9,6,12.0,4.2,75.3,DiggSt00,319.0,466.0,3523.0,26.0,2019
143,156,OlabisiJohnson,MIN,22,WR,16,45,31,68.9%,294,9.5,3,6.5,1.9,18.4,JohnOl00,319.0,466.0,3523.0,26.0,2019
144,157,AdamThielen,MIN,29,WR,10,48,30,62.5%,418,13.9,6,8.7,3.0,41.8,ThieAd00,319.0,466.0,3523.0,26.0,2019
145,158,LaquonTreadwell,MIN,24,WR,13,16,9,56.3%,184,20.4,1,11.5,0.7,14.2,TreaLa00,319.0,466.0,3523.0,26.0,2019
146,159,ChadBeebe,MIN,25,WR,3,2,2,100.0%,70,35.0,0,35.0,0.7,23.3,BeebCh00,319.0,466.0,3523.0,26.0,2019
147,160,AlexanderHollins,MIN,23,WR,5,4,2,50.0%,46,23.0,0,11.5,0.4,9.2,HollAl00,319.0,466.0,3523.0,26.0,2019
148,161,DiontaeJohnson,PIT,23,WR,16,92,59,64.1%,680,11.5,5,7.4,3.7,42.5,JohnDi01,315.0,510.0,2981.0,18.0,2019
149,162,JamesWashington,PIT,23,WR,15,80,44,55.0%,735,16.7,3,9.2,2.9,49.0,WashJa00,315.0,510.0,2981.0,18.0,2019
150,163,JuJuSmithSchuster,PIT,23,WR,12,70,42,60.0%,552,13.1,3,7.9,3.5,46.0,SmitJu00,315.0,510.0,2981.0,18.0,2019
151,164,RyanSwitzer,PIT,25,WR,9,11,8,72.7%,27,3.4,0,2.5,0.9,3.0,SwitRy00,315.0,510.0,2981.0,18.0,2019
152,165,TevinJones,PIT,27,WR,5,10,4,40.0%,61,15.3,0,6.1,0.8,12.2,JoneTe02,315.0,510.0,2981.0,18.0,2019
153,166,JohnnyHolton,PIT,29,WR,16,15,3,20.0%,21,7.0,0,1.4,0.2,1.3,HoltJo00,315.0,510.0,2981.0,18.0,2019
154,167,TyreekHill,KAN,25,WR,12,89,58,65.2%,860,14.8,7,9.7,4.8,71.7,HillTy00,378.0,576.0,4498.0,30.0,2019
155,168,SammyWatkins,KAN,26,WR,14,90,52,57.8%,673,12.9,3,7.5,3.7,48.1,WatkSa00,378.0,576.0,4498.0,30.0,2019
156,169,DemarcusRobinson,KAN,25,WR,16,55,32,58.2%,449,14.0,4,8.2,2.0,28.1,RobiDe01,378.0,576.0,4498.0,30.0,2019
157,170,MecoleHardman,KAN,21,WR,16,41,26,63.4%,538,20.7,6,13.1,1.6,33.6,HardMe00,378.0,576.0,4498.0,30.0,2019
158,171,ByronPringle,KAN,26,WR,16,16,12,75.0%,170,14.2,1,10.6,0.8,10.6,PrinBy00,378.0,576.0,4498.0,30.0,2019
159,172,TerryMcLaurin,WAS,24,WR,14,93,58,62.4%,919,15.8,7,9.9,4.1,65.6,McLaTe00,298.0,479.0,2812.0,18.0,2019
160,173,StevenSims,WAS,22,WR,16,56,34,60.7%,310,9.1,4,5.5,2.1,19.4,SimsSt00,298.0,479.0,2812.0,18.0,2019
161,174,KelvinHarmon,WAS,23,WR,16,44,30,68.2%,365,12.2,0,8.3,1.9,22.8,HarmKe00,298.0,479.0,2812.0,18.0,2019
162,175,PaulRichardson,WAS,27,WR,10,42,28,66.7%,245,8.8,2,5.8,2.8,24.5,RichPa01,298.0,479.0,2812.0,18.0,2019
163,176,TreyQuinn,WAS,24,WR,12,47,26,55.3%,198,7.6,1,4.2,2.2,16.5,QuinTr00,298.0,479.0,2812.0,18.0,2019
164,177,CamSims,WAS,23,WR,7,3,2,66.7%,27,13.5,0,9.0,0.3,3.9,SimsCa00,298.0,479.0,2812.0,18.0,2019
165,178,DeeboSamuel,SFO,23,WR,15,81,57,70.4%,802,14.1,3,9.9,3.8,53.5,SamuDe00,331.0,478.0,3792.0,28.0,2019
166,179,KendrickBourne,SFO,24,WR,16,44,30,68.2%,358,11.9,5,8.1,1.9,22.4,BourKe00,331.0,478.0,3792.0,28.0,2019
167,180,MarquiseGoodwin,SFO,29,WR,9,21,12,57.1%,186,15.5,1,8.9,1.3,20.7,GoodMa00,331.0,478.0,3792.0,28.0,2019
168,181,DantePettis,SFO,24,WR,11,24,11,45.8%,109,9.9,2,4.5,1.0,9.9,PettDa00,331.0,478.0,3792.0,28.0,2019
169,182,RichieJames,SFO,24,WR,16,10,6,60.0%,165,27.5,1,16.5,0.4,10.3,JameRi00,331.0,478.0,3792.0,28.0,2019
170,183,SterlingShepard,NYG,26,WR,10,83,57,68.7%,576,10.1,3,6.9,5.7,57.6,ShepSt00,376.0,607.0,3731.0,30.0,2019
171,184,GoldenTate,NYG,31,WR,11,85,49,57.6%,676,13.8,6,8.0,4.5,61.5,TateGo00,376.0,607.0,3731.0,30.0,2019
172,185,DariusSlayton,NYG,22,WR,14,84,48,57.1%,740,15.4,8,8.8,3.4,52.9,SlayDa01,376.0,607.0,3731.0,30.0,2019
173,186,CodyLatimer,NYG,27,WR,15,42,24,57.1%,300,12.5,2,7.1,1.6,20.0,LatiCo00,376.0,607.0,3731.0,30.0,2019
