,Unnamed: 0,Player,Tm,Age,Pos,G,Tgt,Rec,Ctch%,Yds,Y/R,TD,Y/Tgt,R/G,Y/G,Player-additional,Cmp,Att,P_Yds,P_TD,Year
110,110,KhaDarelHodge,CLE,25,WR,9,17,11,64.7%,180,16.4,0,10.6,1.2,20.0,HodgKh00,315.0,501.0,3539.0,27.0,2020
111,111,JaMarcusBradley,CLE,24,WR,3,11,5,45.5%,60,12.0,0,5.5,1.7,20.0,BradJa01,315.0,501.0,3539.0,27.0,2020
112,112,TaywanTaylor,CLE,25,WR,3,1,0,0.0%,0,,0,0.0,0.0,0.0,TaylTa00,315.0,501.0,3539.0,27.0,2020
113,113,AJBrown,TEN,23,WR,14,106,70,66.0%,1075,15.4,11,10.1,5.0,76.8,BrowAJ00,316.0,485.0,3653.0,33.0,2020
114,114,CoreyDavis,TEN,25,WR,14,92,65,70.7%,984,15.1,5,10.7,4.6,70.3,DaviCo03,316.0,485.0,3653.0,33.0,2020
115,115,AdamHumphries,TEN,27,WR,7,35,23,65.7%,228,9.9,2,6.5,3.3,32.6,HumpAd00,316.0,485.0,3653.0,33.0,2020
116,116,CameronBatson,TEN,25,WR,12,13,12,92.3%,100,8.3,1,7.7,1.0,8.3,BatsCa00,316.0,485.0,3653.0,33.0,2020
117,117,KalifRaymond,TEN,26,WR,15,15,9,60.0%,187,20.8,0,12.5,0.6,12.5,RaymKa00,316.0,485.0,3653.0,33.0,2020
118,118,GeoffSwaim,TEN,27,WR,10,12,9,75.0%,83,9.2,1,6.9,0.9,8.3,SwaiGe00,316.0,485.0,3653.0,33.0,2020
119,119,NickWestbrookIkhine,TEN,23,WR,14,8,3,37.5%,33,11.0,0,4.1,0.2,2.4,WestNi00,316.0,485.0,3653.0,33.0,2020
120,120,CodyHollister,TEN,27,WR,2,1,1,100.0%,12,12.0,0,12.0,0.5,6.0,HollCo00,316.0,485.0,3653.0,33.0,2020
121,121,MikeEvans,TAM,27,WR,16,109,70,64.2%,1006,14.4,13,9.2,4.4,62.9,EvanMi00,410.0,626.0,4626.0,42.0,2020
122,122,ChrisGodwin,TAM,24,WR,12,84,65,77.4%,840,12.9,7,10.0,5.4,70.0,GodwCh00,410.0,626.0,4626.0,42.0,2020
123,123,AntonioBrown,TAM,32,WR,8,62,45,72.6%,483,10.7,4,7.8,5.6,60.4,BrowAn04,410.0,626.0,4626.0,42.0,2020
124,124,ScottMiller,TAM,23,WR,16,53,33,62.3%,501,15.2,3,9.5,2.1,31.3,MillSc01,410.0,626.0,4626.0,42.0,2020
125,125,TylerJohnson,TAM,22,WR,14,17,12,70.6%,169,14.1,2,9.9,0.9,12.1,JohnTy00,410.0,626.0,4626.0,42.0,2020
126,126,JaydonMickens,TAM,26,WR,10,10,7,70.0%,58,8.3,0,5.8,0.7,5.8,MickJa01,410.0,626.0,4626.0,42.0,2020
127,127,JustinWatson,TAM,24,WR,11,11,7,63.6%,94,13.4,0,8.5,0.6,8.5,WatsJu01,410.0,626.0,4626.0,42.0,2020
128,128,CyrilGrayson,TAM,27,WR,3,3,0,0.0%,0,,0,0.0,0.0,0.0,GrayCy01,410.0,626.0,4626.0,42.0,2020
129,129,SterlingShepard,NYG,27,WR,12,90,66,73.3%,656,9.9,3,7.3,5.5,54.7,ShepSt00,321.0,517.0,3026.0,12.0,2020
130,130,DariusSlayton,NYG,23,WR,16,96,50,52.1%,751,15.0,3,7.8,3.1,46.9,SlayDa01,321.0,517.0,3026.0,12.0,2020
131,131,GoldenTate,NYG,32,WR,12,52,35,67.3%,388,11.1,2,7.5,2.9,32.3,TateGo00,321.0,517.0,3026.0,12.0,2020
132,132,CJBoard,NYG,27,WR,14,16,11,68.8%,101,9.2,0,6.3,0.8,7.2,BoarC.00,321.0,517.0,3026.0,12.0,2020
133,133,AustinMack,NYG,23,WR,11,11,7,63.6%,91,13.0,0,8.3,0.6,8.3,MackAu01,321.0,517.0,3026.0,12.0,2020
134,134,DamionRatley,NYG,25,WR,5,10,4,40.0%,63,15.8,0,6.3,0.8,12.6,RatlDa00,321.0,517.0,3026.0,12.0,2020
135,135,DeVanteParker,MIA,27,WR,14,103,63,61.2%,793,12.6,4,7.7,4.5,56.6,ParkDe01,370.0,559.0,3736.0,24.0,2020
136,136,JakeemGrant,MIA,28,WR,14,54,36,66.7%,373,10.4,1,6.9,2.6,26.6,GranJa00,370.0,559.0,3736.0,24.0,2020
137,137,LynnBowdenJr,MIA,23,WR,10,37,28,75.7%,211,7.5,0,5.7,2.8,21.1,BowdLy00,370.0,559.0,3736.0,24.0,2020
138,138,IsaiahFord,MIA,24,WR,10,44,28,63.6%,276,9.9,0,6.3,2.8,27.6,FordIs00,370.0,559.0,3736.0,24.0,2020
139,139,PrestonWilliams,MIA,23,WR,8,35,18,51.4%,288,16.0,4,8.2,2.3,36.0,WillPr01,370.0,559.0,3736.0,24.0,2020
140,140,MackHollins,MIA,27,WR,16,25,16,64.0%,176,11.0,1,7.0,1.0,11.0,HollMa00,370.0,559.0,3736.0,24.0,2020
141,141,MalcolmPerry,MIA,23,WR,9,13,9,69.2%,92,10.2,1,7.1,1.0,10.2,PerrMa00,370.0,559.0,3736.0,24.0,2020
142,142,AntonioCallaway,MIA,23,WR,5,4,2,50.0%,20,10.0,0,5.0,0.4,4.0,CallAn00,370.0,559.0,3736.0,24.0,2020
143,143,EmmanuelSanders,NOR,33,WR,14,82,61,74.4%,726,11.9,5,8.9,4.4,51.9,SandEm00,370.0,522.0,3758.0,28.0,2020
144,144,MichaelThomas,NOR,27,WR,7,55,40,72.7%,438,11.0,0,8.0,5.7,62.6,ThomMi05,370.0,522.0,3758.0,28.0,2020
145,145,TreQuanSmith,NOR,24,WR,14,50,34,68.0%,448,13.2,4,9.0,2.4,32.0,SmitTr03,370.0,522.0,3758.0,28.0,2020
146,146,MarquezCallaway,NOR,22,WR,11,27,21,77.8%,213,10.1,0,7.9,1.9,19.4,CallMa01,370.0,522.0,3758.0,28.0,2020
147,147,DeonteHarty,NOR,23,WR,9,25,20,80.0%,186,9.3,1,7.4,2.2,20.7,HarrDe07,370.0,522.0,3758.0,28.0,2020
148,148,JuwanJohnson,NOR,24,WR,7,10,4,40.0%,39,9.8,0,3.9,0.6,5.6,JohnJu02,370.0,522.0,3758.0,28.0,2020
149,149,AustinCarr,NOR,27,WR,6,4,3,75.0%,27,9.0,1,6.8,0.5,4.5,CarrAu00,370.0,522.0,3758.0,28.0,2020
150,150,LilJordanHumphrey,NOR,22,WR,3,5,3,60.0%,46,15.3,1,9.2,1.0,15.3,HumpLi01,370.0,522.0,3758.0,28.0,2020
151,151,TyMontgomery,NOR,27,WR,6,6,3,50.0%,27,9.0,0,4.5,0.5,4.5,MontTy01,370.0,522.0,3758.0,28.0,2020
152,152,BennieFowler,NOR,29,WR,5,6,2,33.3%,11,5.5,0,1.8,0.4,2.2,FowlBe00,370.0,522.0,3758.0,28.0,2020
153,153,TommyleeLewis,NOR,28,WR,5,3,1,33.3%,5,5.0,0,1.7,0.2,1.0,LewiTo00,370.0,522.0,3758.0,28.0,2020
154,154,BrandonAiyuk,SFO,22,WR,12,96,60,62.5%,748,12.5,5,7.8,5.0,62.3,AiyuBr00,371.0,570.0,4033.0,25.0,2020
155,155,KendrickBourne,SFO,25,WR,15,74,49,66.2%,667,13.6,2,9.0,3.3,44.5,BourKe00,371.0,570.0,4033.0,25.0,2020
156,156,DeeboSamuel,SFO,24,WR,7,44,33,75.0%,391,11.8,1,8.9,4.7,55.9,SamuDe00,371.0,570.0,4033.0,25.0,2020
157,157,RichieJames,SFO,25,WR,11,35,23,65.7%,394,17.1,1,11.3,2.1,35.8,JameRi00,371.0,570.0,4033.0,25.0,2020
158,158,TrentTaylor,SFO,26,WR,12,21,10,47.6%,86,8.6,0,4.1,0.8,7.2,TaylTr02,371.0,570.0,4033.0,25.0,2020
159,159,RiverCracraft,SFO,26,WR,9,9,6,66.7%,41,6.8,0,4.6,0.7,4.6,CracRi00,371.0,570.0,4033.0,25.0,2020
160,160,JamisonCrowder,NYJ,27,WR,12,89,59,66.3%,699,11.8,6,7.9,4.9,58.3,CrowJa00,292.0,499.0,2796.0,16.0,2020
161,161,BraxtonBerrios,NYJ,25,WR,16,55,37,67.3%,394,10.6,3,7.2,2.3,24.6,BerrBr00,292.0,499.0,2796.0,16.0,2020
162,162,BreshadPerriman,NYJ,27,WR,12,60,30,50.0%,505,16.8,3,8.4,2.5,42.1,PerrBr02,292.0,499.0,2796.0,16.0,2020
163,163,DenzelMims,NYJ,23,WR,9,44,23,52.3%,357,15.5,0,8.1,2.6,39.7,MimsDe00,292.0,499.0,2796.0,16.0,2020
164,164,JeffSmith,NYJ,23,WR,12,37,17,45.9%,167,9.8,0,4.5,1.4,13.9,SmitJe03,292.0,499.0,2796.0,16.0,2020
165,165,ChrisHogan,NYJ,33,WR,5,26,14,53.8%,118,8.4,0,4.5,2.8,23.6,HogaCh00,292.0,499.0,2796.0,16.0,2020
166,166,JoshMalone,NYJ,24,WR,4,6,4,66.7%,16,4.0,0,2.7,1.0,4.0,MaloJo00,292.0,499.0,2796.0,16.0,2020
167,167,DanielBrown,NYJ,28,WR,16,2,2,100.0%,31,15.5,0,15.5,0.1,1.9,BrowDa04,292.0,499.0,2796.0,16.0,2020
168,168,LawrenceCager,NYJ,23,WR,2,6,2,33.3%,35,17.5,0,5.8,1.0,17.5,CageLa01,292.0,499.0,2796.0,16.0,2020
169,169,JaleelScott,NYJ,25,WR,1,1,1,100.0%,16,16.0,0,16.0,1.0,16.0,ScotJa02,292.0,499.0,2796.0,16.0,2020
170,170,VyncintSmith,NYJ,24,WR,7,3,1,33.3%,13,13.0,0,4.3,0.1,1.9,SmitVy00,292.0,499.0,2796.0,16.0,2020
171,171,JakobiMeyers,NWE,24,WR,14,81,59,72.8%,729,12.4,0,9.0,4.2,52.1,MeyeJa01,283.0,440.0,2890.0,12.0,2020
172,172,DamiereByrd,NWE,27,WR,16,77,47,61.0%,604,12.9,1,7.8,2.9,37.8,ByrdDa00,283.0,440.0,2890.0,12.0,2020
173,173,NKealHarry,NWE,23,WR,14,57,33,57.9%,309,9.4,2,5.4,2.4,22.1,HarrNK00,283.0,440.0,2890.0,12.0,2020
